po_id,project_id,material_id,supplier_id,po_date,required_date,ordered_quantity,unit_price,total_value,payment_terms_days,priority,po_status,expected_delivery_date
PO-0007562,PRJ-0049,MAT-0224,SUP-0216,2026-12-24,2027-03-05,760,8239.79,6262240.4,45,Normal,Closed,2027-02-18
PO-0007563,PRJ-0049,MAT-0175,SUP-0276,2027-10-22,2027-11-27,126,8629.91,1087368.66,45,Normal,Delivered,2027-11-14
PO-0007564,PRJ-0049,MAT-0018,SUP-0204,2026-07-09,2026-10-21,264,5598.49,1478001.36,90,Normal,Delivered,2026-10-10
PO-0007565,PRJ-0049,MAT-0139,SUP-0221,2028-03-14,2028-04-27,242,18599.5,4501079.0,90,Normal,Delivered,2028-05-28
PO-0007566,PRJ-0049,MAT-0141,SUP-0076,2028-02-28,2028-03-31,836,5655.17,4727722.12,30,Normal,Delivered,2028-03-09
PO-0007567,PRJ-0049,MAT-0183,SUP-0303,2026-12-16,2027-02-28,756,15298.62,11565756.72,90,Normal,Closed,2027-02-10
PO-0007568,PRJ-0049,MAT-0250,SUP-0053,2026-06-08,2026-06-25,120,5275.39,633046.8,30,Critical,Delivered,2026-06-22
PO-0007569,PRJ-0049,MAT-0154,SUP-0221,2027-02-03,2027-03-11,295,392.93,115914.35,90,Normal,Delivered,2027-02-24
PO-0007570,PRJ-0049,MAT-0187,SUP-0305,2027-06-07,2027-07-03,264,6684.25,1764642.0,45,Normal,Delivered,2027-06-18
PO-0007571,PRJ-0049,MAT-0245,SUP-0258,2026-09-21,2027-01-03,94,1825.59,171605.46,30,Normal,Open,2026-12-17
PO-0007572,PRJ-0049,MAT-0141,SUP-0146,2027-08-20,2027-09-21,608,6352.14,3862101.12,90,Normal,Delivered,2027-08-29
PO-0007573,PRJ-0049,MAT-0219,SUP-0087,2027-06-29,2027-09-24,30,46919.53,1407585.9,30,Normal,Delivered,2027-09-09
PO-0007574,PRJ-0049,MAT-0234,SUP-0234,2027-09-14,2027-12-07,1140,547.76,624446.4,30,Normal,Delivered,2027-11-26
PO-0007575,PRJ-0049,MAT-0009,SUP-0334,2028-01-16,2028-02-22,658,8883.34,5845237.72,60,High,Delivered,2028-02-10
PO-0007576,PRJ-0049,MAT-0006,SUP-0251,2027-07-13,2027-08-26,423,3241.0,1370943.0,45,High,Delivered,2027-08-17
PO-0007577,PRJ-0049,MAT-0245,SUP-0280,2027-07-14,2027-10-26,376,2020.81,759824.56,90,Normal,Delivered,2027-10-15
PO-0007578,PRJ-0049,MAT-0134,SUP-0023,2026-08-10,2026-10-16,624,1449.33,904381.92,90,Normal,Open,2026-10-06
PO-0007579,PRJ-0049,MAT-0127,SUP-0252,2027-12-29,2028-02-21,207,7251.65,1501091.55,90,Normal,Delivered,2028-02-12
PO-0007580,PRJ-0049,MAT-0199,SUP-0273,2028-02-11,2028-03-21,72,3310.35,238345.2,90,Normal,Closed,2028-03-02
PO-0007581,PRJ-0049,MAT-0058,SUP-0053,2026-05-22,2026-08-23,120,1949.72,233966.4,30,High,Delivered,2026-08-13
PO-0007582,PRJ-0049,MAT-0234,SUP-0206,2027-12-20,2028-03-13,1140,546.82,623374.8,30,Normal,Delivered,2028-02-27
PO-0007583,PRJ-0049,MAT-0056,SUP-0290,2026-10-11,2026-11-21,288,38999.19,11231766.72,30,Normal,Open,2026-11-06
PO-0007584,PRJ-0049,MAT-0176,SUP-0135,2026-09-28,2026-11-23,4,769.34,3077.36,60,Normal,Delivered,2026-11-03
PO-0007585,PRJ-0049,MAT-0079,SUP-0130,2026-08-25,2026-11-17,52,6838.75,355615.0,45,Normal,Closed,2026-11-04
PO-0007586,PRJ-0049,MAT-0089,SUP-0192,2027-08-01,2027-11-06,432,6969.26,3010720.32,90,Normal,Delivered,2027-10-26
PO-0007587,PRJ-0049,MAT-0040,SUP-0278,2027-07-29,2027-10-23,979,24761.05,24241067.95,45,High,Partially Delivered,2027-10-14
PO-0007588,PRJ-0049,MAT-0117,SUP-0302,2027-02-15,2027-05-20,473,7076.87,3347359.51,30,Critical,Open,2027-05-14
PO-0007589,PRJ-0049,MAT-0209,SUP-0184,2026-12-07,2027-02-03,19,7780.58,147831.02,60,Normal,Delivered,2027-01-17
PO-0007590,PRJ-0049,MAT-0030,SUP-0158,2027-01-03,2027-03-15,118,1370.35,161701.3,30,Normal,Delivered,2027-02-28
PO-0007591,PRJ-0049,MAT-0227,SUP-0139,2026-07-16,2026-08-24,200,18235.8,3647160.0,90,Critical,Delivered,2026-08-26
PO-0007592,PRJ-0049,MAT-0181,SUP-0131,2027-10-08,2027-12-06,95,1819.33,172836.35,90,High,Closed,2027-11-26
PO-0007593,PRJ-0049,MAT-0154,SUP-0297,2028-02-19,2028-03-26,295,351.9,103810.5,60,High,Delivered,2028-03-10
PO-0007594,PRJ-0049,MAT-0177,SUP-0301,2026-06-17,2026-08-30,820,26693.56,21888719.2,90,High,Delivered,2026-08-21
PO-0007595,PRJ-0049,MAT-0104,SUP-0240,2026-07-12,2026-10-03,40,4541.48,181659.2,45,Normal,Delivered,2026-09-12
PO-0007596,PRJ-0049,MAT-0139,SUP-0204,2026-08-15,2026-11-10,242,18592.09,4499285.78,90,Normal,Delivered,2026-10-27
PO-0007597,PRJ-0049,MAT-0053,SUP-0045,2027-09-27,2027-10-11,29,17096.58,495800.82,45,Normal,Closed,2027-10-01
PO-0007598,PRJ-0049,MAT-0158,SUP-0073,2027-07-14,2027-08-31,114,2966.83,338218.62,30,Critical,Closed,2027-08-24
PO-0007599,PRJ-0049,MAT-0099,SUP-0226,2027-01-20,2027-04-28,255,1320.25,336663.75,45,High,Delivered,2027-04-17
PO-0007600,PRJ-0049,MAT-0221,SUP-0081,2026-07-13,2026-10-30,957,4345.72,4158854.04,45,Normal,Closed,2026-10-10
PO-0007601,PRJ-0049,MAT-0144,SUP-0347,2026-05-17,2026-08-04,480,8370.55,4017864.0,90,Normal,Delivered,2026-07-25
PO-0007602,PRJ-0049,MAT-0023,SUP-0192,2028-02-14,2028-04-22,608,3135.79,1906560.32,90,Critical,Open,2028-04-20
PO-0007603,PRJ-0049,MAT-0061,SUP-0294,2028-03-01,2028-04-17,1274,7185.75,9154645.5,30,Normal,Delivered,2028-04-06
PO-0007604,PRJ-0049,MAT-0054,SUP-0294,2027-04-21,2027-07-19,240,4126.16,990278.4,30,High,Closed,2027-07-01
PO-0007605,PRJ-0049,MAT-0005,SUP-0116,2028-04-05,2028-04-27,84,2609.95,219235.8,45,Normal,Delivered,2028-06-15
PO-0007606,PRJ-0049,MAT-0027,SUP-0247,2026-08-12,2026-10-23,110,26907.61,2959837.1,45,Normal,Delivered,2026-10-09
PO-0007607,PRJ-0049,MAT-0025,SUP-0236,2028-01-05,2028-02-21,1008,854.54,861376.32,90,Critical,Closed,2028-02-15
PO-0007608,PRJ-0049,MAT-0135,SUP-0005,2026-10-02,2026-12-27,585,1677.87,981553.95,45,Normal,Open,2026-12-07
PO-0007609,PRJ-0049,MAT-0243,SUP-0157,2026-07-06,2026-08-02,12,5121.57,61458.84,60,High,Closed,2026-07-23
PO-0007610,PRJ-0049,MAT-0238,SUP-0286,2027-11-04,2027-12-30,693,9188.09,6367346.37,30,High,Closed,2027-12-16
PO-0007611,PRJ-0049,MAT-0225,SUP-0151,2026-10-21,2027-01-10,638,8022.38,5118278.44,90,Normal,Closed,2026-12-21
PO-0007612,PRJ-0049,MAT-0004,SUP-0234,2027-01-30,2027-05-10,77,6972.46,536879.42,30,Normal,Open,2027-04-20
PO-0007613,PRJ-0049,MAT-0190,SUP-0310,2027-02-07,2027-03-27,208,5223.16,1086417.28,45,Normal,Closed,2027-03-17
PO-0007614,PRJ-0049,MAT-0147,SUP-0300,2028-03-21,2028-04-19,335,8778.65,2940847.75,90,High,Closed,2028-04-11
PO-0007615,PRJ-0049,MAT-0151,SUP-0212,2026-10-03,2026-10-27,384,2210.69,848904.96,90,Normal,Delivered,2026-10-07
PO-0007616,PRJ-0049,MAT-0235,SUP-0238,2026-12-02,2027-02-17,936,15033.96,14071786.56,90,High,Closed,2027-01-29
PO-0007617,PRJ-0049,MAT-0210,SUP-0136,2027-08-12,2027-10-10,212,21838.51,4629764.12,30,High,Delivered,2027-09-30
PO-0007618,PRJ-0049,MAT-0083,SUP-0315,2027-05-30,2027-06-30,9,8183.59,73652.31,30,High,Delivered,2027-06-15
PO-0007619,PRJ-0049,MAT-0015,SUP-0046,2027-08-20,2027-10-25,1027,9249.68,9499421.36,30,Normal,Delivered,2027-10-10
PO-0007620,PRJ-0049,MAT-0039,SUP-0209,2027-12-13,2028-01-04,30,3068.73,92061.9,30,Critical,Closed,2027-12-30
PO-0007621,PRJ-0049,MAT-0089,SUP-0030,2026-08-05,2026-11-10,594,7024.53,4172570.82,45,Normal,Partially Delivered,2026-10-26
PO-0007622,PRJ-0049,MAT-0182,SUP-0163,2027-06-20,2027-08-06,396,8977.06,3554915.76,90,Normal,Delivered,2027-07-25
PO-0007623,PRJ-0049,MAT-0084,SUP-0174,2026-12-04,2027-01-06,330,21431.34,7072342.2,60,Normal,Closed,2026-12-22
PO-0007624,PRJ-0049,MAT-0250,SUP-0092,2028-01-18,2028-02-04,110,5186.46,570510.6,45,Critical,Delivered,2028-01-31
PO-0007625,PRJ-0049,MAT-0235,SUP-0117,2027-12-20,2028-03-06,504,12939.05,6521281.2,90,High,Partially Delivered,2028-02-18
PO-0007626,PRJ-0049,MAT-0144,SUP-0179,2028-04-11,2028-04-27,240,7560.0,1814400.0,45,Normal,Closed,2028-06-18
PO-0007627,PRJ-0049,MAT-0224,SUP-0149,2027-10-01,2027-12-11,1045,8757.87,9151974.15,90,Normal,Delivered,2027-11-27
PO-0007628,PRJ-0049,MAT-0079,SUP-0227,2027-03-28,2027-06-20,364,7584.95,2760921.8,45,Normal,Delivered,2027-06-08
PO-0007629,PRJ-0049,MAT-0073,SUP-0014,2026-12-14,2027-01-26,12,14097.35,169168.2,60,Normal,Delivered,2027-01-11
PO-0007630,PRJ-0049,MAT-0167,SUP-0239,2028-03-02,2028-04-27,666,20625.32,13736463.12,90,Normal,Open,2028-05-07
PO-0007631,PRJ-0049,MAT-0106,SUP-0271,2027-03-27,2027-07-07,164,5134.1,841992.4,60,Normal,Open,2027-06-22
PO-0007632,PRJ-0049,MAT-0013,SUP-0297,2027-05-01,2027-06-22,8,2567.66,20541.28,60,High,Delivered,2027-06-15
PO-0007633,PRJ-0049,MAT-0047,SUP-0136,2026-07-10,2026-09-11,774,1945.38,1505724.12,30,Normal,Closed,2026-09-02
PO-0007634,PRJ-0049,MAT-0227,SUP-0065,2027-05-23,2027-07-01,440,20833.39,9166691.6,45,Critical,Delivered,2027-06-28
PO-0007635,PRJ-0049,MAT-0014,SUP-0027,2026-06-05,2026-08-31,672,14460.12,9717200.64,60,Normal,Delivered,2026-08-22
PO-0007636,PRJ-0049,MAT-0091,SUP-0100,2028-02-18,2028-04-23,868,5788.97,5024825.96,60,Critical,Closed,2028-04-18
PO-0007637,PRJ-0049,MAT-0126,SUP-0305,2026-06-04,2026-08-30,108,2003.81,216411.48,45,Normal,Closed,2026-08-15
PO-0007638,PRJ-0049,MAT-0164,SUP-0103,2028-02-29,2028-04-27,946,10410.68,9848503.28,45,Normal,Delivered,2028-04-08
PO-0007639,PRJ-0049,MAT-0180,SUP-0265,2026-12-11,2027-01-21,78,11580.84,903305.52,60,Critical,Closed,2027-01-17
PO-0007640,PRJ-0049,MAT-0166,SUP-0061,2028-02-12,2028-03-15,288,4547.92,1309800.96,60,Normal,Closed,2028-03-05
PO-0007641,PRJ-0049,MAT-0133,SUP-0297,2026-07-27,2026-09-26,686,19677.42,13498710.12,60,Critical,Delivered,2026-09-23
PO-0007642,PRJ-0049,MAT-0205,SUP-0014,2028-02-21,2028-04-06,22,3465.06,76231.32,60,Normal,Closed,2028-03-18
PO-0007643,PRJ-0049,MAT-0034,SUP-0073,2027-10-25,2027-12-24,168,5478.89,920453.52,30,High,Delivered,2027-12-14
PO-0007644,PRJ-0049,MAT-0079,SUP-0182,2027-04-11,2027-07-04,312,7184.69,2241623.28,45,High,Closed,2027-06-19
PO-0007645,PRJ-0049,MAT-0047,SUP-0248,2027-04-20,2027-06-22,344,1861.97,640517.68,60,High,Delivered,2027-06-17
PO-0007646,PRJ-0049,MAT-0042,SUP-0039,2026-06-15,2026-08-10,338,21689.67,7331108.46,30,Normal,Closed,2026-07-22
PO-0007647,PRJ-0049,MAT-0046,SUP-0296,2026-06-18,2026-10-03,143,10652.59,1523320.37,45,Normal,Closed,2026-09-13
PO-0007648,PRJ-0049,MAT-0016,SUP-0187,2026-11-05,2026-12-17,574,12291.8,7055493.2,30,Normal,Delivered,2026-12-03
PO-0007649,PRJ-0049,MAT-0091,SUP-0069,2027-07-08,2027-09-11,496,6401.28,3175034.88,30,Critical,Delivered,2027-09-06
PO-0007650,PRJ-0049,MAT-0020,SUP-0052,2026-08-30,2026-12-04,550,3174.21,1745815.5,90,High,Delivered,2026-11-21
PO-0007651,PRJ-0049,MAT-0120,SUP-0069,2026-05-19,2026-06-13,1008,2048.04,2064424.32,30,Critical,Delivered,2026-06-10
PO-0007652,PRJ-0049,MAT-0249,SUP-0067,2027-02-14,2027-04-16,316,10006.74,3162129.84,90,High,Closed,2027-04-02
PO-0007653,PRJ-0049,MAT-0232,SUP-0094,2028-02-21,2028-03-29,91,1649.99,150149.09,45,High,Closed,2028-03-11
PO-0007654,PRJ-0049,MAT-0216,SUP-0004,2028-01-31,2028-04-27,480,16170.92,7762041.6,45,Normal,Delivered,2028-04-27
PO-0007655,PRJ-0049,MAT-0122,SUP-0347,2027-05-02,2027-08-07,150,25847.35,3877102.5,90,High,Delivered,2027-07-25
PO-0007656,PRJ-0049,MAT-0098,SUP-0088,2028-04-06,2028-04-27,20,1037.0,20740.0,60,Normal,Closed,2028-04-13
PO-0007657,PRJ-0049,MAT-0202,SUP-0278,2027-10-13,2027-11-04,98,7039.63,689883.74,45,High,Open,2027-10-23
PO-0007658,PRJ-0049,MAT-0117,SUP-0297,2027-01-16,2027-04-20,473,8460.41,4001773.93,60,Critical,Closed,2027-04-18
PO-0007659,PRJ-0049,MAT-0041,SUP-0045,2027-07-18,2027-09-01,204,6911.15,1409874.6,45,High,Delivered,2027-08-19
PO-0007660,PRJ-0049,MAT-0224,SUP-0182,2027-08-31,2027-11-10,285,7321.16,2086530.6,45,Normal,Delivered,2027-10-28
PO-0007661,PRJ-0049,MAT-0174,SUP-0330,2026-12-23,2027-01-22,448,1878.49,841563.52,30,Normal,Delivered,2027-01-09
PO-0007662,PRJ-0049,MAT-0093,SUP-0163,2027-04-12,2027-07-23,1001,8485.6,8494085.6,90,Normal,Delivered,2027-07-04
PO-0007663,PRJ-0049,MAT-0112,SUP-0044,2027-08-05,2027-09-13,128,2211.85,283116.8,60,High,Closed,2027-09-01
PO-0007664,PRJ-0049,MAT-0155,SUP-0348,2026-11-15,2026-12-28,108,12613.29,1362235.32,45,Normal,Delivered,2026-12-08
PO-0007665,PRJ-0049,MAT-0085,SUP-0038,2027-11-19,2028-01-12,325,5297.15,1721573.75,90,Normal,Delivered,2028-01-02
PO-0007666,PRJ-0049,MAT-0066,SUP-0251,2026-09-27,2026-12-03,64,6349.51,406368.64,45,High,Closed,2026-11-24
PO-0007667,PRJ-0049,MAT-0241,SUP-0305,2027-03-01,2027-04-08,315,5151.76,1622804.4,45,Normal,Delivered,2027-03-26
PO-0007668,PRJ-0049,MAT-0055,SUP-0294,2028-04-12,2028-04-27,156,2119.68,330670.08,30,High,Closed,2028-05-19
PO-0007669,PRJ-0049,MAT-0113,SUP-0012,2028-03-15,2028-04-12,1032,9575.4,9881812.8,45,Normal,Delivered,2028-03-26
PO-0007670,PRJ-0049,MAT-0140,SUP-0284,2027-03-09,2027-04-06,44,10702.26,470899.44,45,Critical,Delivered,2027-03-31
PO-0007671,PRJ-0049,MAT-0240,SUP-0011,2027-09-21,2027-10-24,912,3637.62,3317509.44,60,High,Delivered,2027-10-17
PO-0007672,PRJ-0049,MAT-0060,SUP-0039,2027-01-17,2027-04-22,6,6405.69,38434.14,30,Normal,Closed,2027-03-30
PO-0007673,PRJ-0049,MAT-0249,SUP-0184,2027-11-28,2028-01-28,395,11443.29,4520099.55,60,High,Delivered,2028-01-14
PO-0007674,PRJ-0049,MAT-0163,SUP-0059,2026-06-13,2026-07-14,686,9631.74,6607373.64,30,Normal,Delivered,2026-07-04
PO-0007675,PRJ-0049,MAT-0208,SUP-0031,2028-01-31,2028-03-17,135,1352.16,182541.6,30,Normal,Delivered,2028-03-07
PO-0007676,PRJ-0049,MAT-0018,SUP-0248,2026-10-21,2027-02-02,330,6231.25,2056312.5,60,Normal,Delivered,2027-01-18
PO-0007677,PRJ-0049,MAT-0159,SUP-0290,2027-08-25,2027-11-12,234,3603.91,843314.94,30,Normal,Open,2027-10-24
PO-0007678,PRJ-0049,MAT-0026,SUP-0163,2026-07-18,2026-08-11,988,1175.82,1161710.16,90,Normal,Closed,2026-07-24
PO-0007679,PRJ-0049,MAT-0208,SUP-0156,2027-12-07,2028-01-22,189,1549.4,292836.6,45,High,Closed,2028-01-09
PO-0007680,PRJ-0049,MAT-0068,SUP-0275,2027-07-01,2027-08-09,351,5837.18,2048850.18,60,Normal,Closed,2027-07-25
PO-0007681,PRJ-0049,MAT-0062,SUP-0234,2027-12-05,2028-01-29,72,7658.97,551445.84,30,Normal,Open,2028-01-20
PO-0007682,PRJ-0049,MAT-0197,SUP-0049,2028-03-11,2028-04-27,30,759.46,22783.8,60,High,Delivered,2028-05-12
PO-0007683,PRJ-0049,MAT-0007,SUP-0031,2027-06-06,2027-08-27,222,40133.5,8909637.0,30,High,Delivered,2027-08-09
PO-0007684,PRJ-0049,MAT-0209,SUP-0045,2026-12-08,2027-02-04,171,8966.37,1533249.27,45,Normal,Closed,2027-01-15
PO-0007685,PRJ-0049,MAT-0143,SUP-0294,2026-12-27,2027-03-14,616,3498.79,2155254.64,30,High,Closed,2027-02-22
PO-0007686,PRJ-0049,MAT-0063,SUP-0069,2026-12-01,2027-02-11,364,6992.88,2545408.32,30,Normal,Delivered,2027-01-25
PO-0007687,PRJ-0049,MAT-0153,SUP-0315,2027-08-10,2027-11-19,168,837.74,140740.32,30,Normal,Delivered,2027-10-30
PO-0007688,PRJ-0049,MAT-0250,SUP-0244,2026-10-09,2026-10-26,30,5197.32,155919.6,45,Critical,Delivered,2026-10-21
PO-0007689,PRJ-0049,MAT-0053,SUP-0021,2027-10-25,2027-11-08,87,16570.19,1441606.53,45,High,Open,2027-11-03
PO-0007690,PRJ-0049,MAT-0188,SUP-0026,2027-01-08,2027-02-23,234,1517.45,355083.3,45,Normal,Delivered,2027-02-02
PO-0007691,PRJ-0049,MAT-0028,SUP-0181,2026-10-13,2026-11-15,294,5792.3,1702936.2,60,Normal,Delivered,2026-11-01
PO-0007692,PRJ-0049,MAT-0063,SUP-0294,2027-01-08,2027-03-21,196,8290.18,1624875.28,30,Normal,Closed,2027-02-28
PO-0007693,PRJ-0049,MAT-0138,SUP-0305,2026-10-04,2027-01-04,376,11553.07,4343954.32,45,Normal,Delivered,2026-12-22
PO-0007694,PRJ-0049,MAT-0231,SUP-0219,2027-02-10,2027-04-02,187,20094.31,3757635.97,90,Normal,Closed,2027-03-14
PO-0007695,PRJ-0049,MAT-0059,SUP-0174,2026-10-30,2026-12-16,46,4837.35,222518.1,60,Normal,Closed,2026-11-27
PO-0007696,PRJ-0049,MAT-0127,SUP-0206,2027-07-28,2027-09-20,759,7123.02,5406372.18,30,High,Delivered,2027-09-11
PO-0007697,PRJ-0049,MAT-0225,SUP-0293,2027-05-18,2027-08-07,638,6865.36,4380099.68,60,Normal,Delivered,2027-07-17
PO-0007698,PRJ-0050,MAT-0055,SUP-0290,2017-12-02,2018-01-24,108,2226.29,240439.32,30,High,Delivered,2018-01-14
PO-0007699,PRJ-0050,MAT-0188,SUP-0308,2017-11-13,2017-12-29,180,1721.13,309803.4,60,Normal,Delivered,2017-12-09
PO-0007700,PRJ-0050,MAT-0193,SUP-0278,2017-05-21,2017-06-05,1176,31333.71,36848442.96,45,High,Closed,2017-05-26
PO-0007701,PRJ-0050,MAT-0215,SUP-0084,2017-06-09,2017-07-04,192,11826.38,2270664.96,45,High,Closed,2017-06-19
PO-0007702,PRJ-0050,MAT-0172,SUP-0045,2018-03-14,2018-06-18,308,8896.51,2740125.08,45,Normal,Delivered,2018-06-09
PO-0007703,PRJ-0050,MAT-0201,SUP-0295,2017-11-25,2017-12-22,28,4728.58,132400.24,30,High,Closed,2017-12-08
PO-0007704,PRJ-0050,MAT-0084,SUP-0184,2017-11-17,2017-12-20,660,21915.79,14464421.4,60,Normal,Partially Delivered,2017-12-08
PO-0007705,PRJ-0050,MAT-0055,SUP-0014,2017-07-16,2017-09-07,72,1968.87,141758.64,60,Normal,Delivered,2017-08-23
PO-0007706,PRJ-0050,MAT-0137,SUP-0340,2017-08-01,2017-09-13,240,967.27,232144.8,45,High,Partially Delivered,2017-09-03
PO-0007707,PRJ-0050,MAT-0200,SUP-0062,2018-01-13,2018-02-12,1235,1772.44,2188963.4,90,Normal,Closed,2018-01-28
PO-0007708,PRJ-0050,MAT-0209,SUP-0341,2017-07-24,2017-09-20,228,9064.1,2066614.8,30,Normal,Open,2017-08-30
PO-0007709,PRJ-0050,MAT-0121,SUP-0130,2018-03-01,2018-05-01,66,3167.92,209082.72,45,Normal,Open,2018-04-08
PO-0007710,PRJ-0050,MAT-0102,SUP-0269,2018-06-04,2018-07-30,150,7594.05,1139107.5,60,High,Open,2018-07-17
PO-0007711,PRJ-0050,MAT-0243,SUP-0118,2017-07-22,2017-08-18,40,4690.97,187638.8,90,High,Closed,2017-08-09
PO-0007712,PRJ-0050,MAT-0194,SUP-0315,2018-08-27,2018-11-02,448,5822.51,2608484.48,30,Normal,Delivered,2018-10-24
PO-0007713,PRJ-0050,MAT-0007,SUP-0156,2018-01-21,2018-04-13,185,47039.69,8702342.65,45,Normal,Delivered,2018-03-23
PO-0007714,PRJ-0050,MAT-0200,SUP-0274,2018-03-21,2018-04-20,285,1852.54,527973.9,30,Normal,Delivered,2018-04-01
PO-0007715,PRJ-0050,MAT-0132,SUP-0135,2017-11-14,2017-12-21,350,6076.69,2126841.5,60,Normal,Partially Delivered,2017-12-01
PO-0007716,PRJ-0050,MAT-0108,SUP-0026,2018-02-15,2018-03-13,741,14857.14,11009140.74,45,Normal,Closed,2018-02-24
PO-0007717,PRJ-0050,MAT-0121,SUP-0282,2017-07-02,2017-09-01,132,2858.29,377294.28,30,Normal,Partially Delivered,2017-08-12
PO-0007718,PRJ-0050,MAT-0214,SUP-0071,2018-10-27,2018-11-05,495,7263.65,3595506.75,45,Critical,Delivered,2018-12-02
PO-0007719,PRJ-0050,MAT-0066,SUP-0290,2017-12-11,2018-02-16,256,7284.13,1864737.28,30,High,Open,2018-02-07
PO-0007720,PRJ-0050,MAT-0172,SUP-0148,2017-10-05,2018-01-09,539,7622.89,4108737.71,30,Normal,Partially Delivered,2017-12-27
PO-0007721,PRJ-0050,MAT-0147,SUP-0239,2018-10-25,2018-11-05,871,8035.88,6999251.48,90,High,Delivered,2018-11-18
PO-0007722,PRJ-0050,MAT-0244,SUP-0060,2017-12-19,2018-03-02,924,5195.03,4800207.72,30,High,Delivered,2018-02-22
PO-0007723,PRJ-0050,MAT-0073,SUP-0073,2018-04-17,2018-05-30,56,14746.86,825824.16,30,High,Delivered,2018-05-15
PO-0007724,PRJ-0050,MAT-0065,SUP-0188,2017-10-28,2017-11-13,640,14159.34,9061977.6,45,Critical,Closed,2017-11-07
PO-0007725,PRJ-0050,MAT-0015,SUP-0226,2018-09-28,2018-11-05,316,10453.78,3303394.48,45,Normal,Closed,2018-11-18
PO-0007726,PRJ-0050,MAT-0232,SUP-0307,2018-01-30,2018-03-08,91,1655.98,150694.18,45,Normal,Delivered,2018-02-16
PO-0007727,PRJ-0050,MAT-0044,SUP-0235,2018-02-20,2018-04-03,124,1578.07,195680.68,60,Normal,Partially Delivered,2018-03-20
PO-0007728,PRJ-0050,MAT-0081,SUP-0182,2017-10-07,2017-11-25,273,2945.28,804061.44,45,High,Delivered,2017-11-18
PO-0007729,PRJ-0050,MAT-0185,SUP-0264,2018-05-19,2018-07-20,288,4925.71,1418604.48,60,Normal,Closed,2018-07-11
PO-0007730,PRJ-0050,MAT-0223,SUP-0046,2018-01-30,2018-03-06,864,1606.81,1388283.84,30,Critical,Delivered,2018-03-01
PO-0007731,PRJ-0050,MAT-0085,SUP-0234,2018-06-21,2018-08-14,65,5601.02,364066.3,30,High,Delivered,2018-08-04
PO-0007732,PRJ-0050,MAT-0028,SUP-0344,2018-10-14,2018-11-05,490,5594.87,2741486.3,90,High,Closed,2018-11-02
PO-0007733,PRJ-0050,MAT-0056,SUP-0231,2017-09-18,2017-10-29,240,42911.99,10298877.6,45,High,Delivered,2017-10-15
PO-0007734,PRJ-0050,MAT-0221,SUP-0305,2018-09-25,2018-11-05,609,3882.42,2364393.78,45,Normal,Partially Delivered,2018-12-23
PO-0007735,PRJ-0050,MAT-0105,SUP-0320,2017-08-08,2017-09-11,140,5335.09,746912.6,90,High,Delivered,2017-08-23
PO-0007736,PRJ-0050,MAT-0137,SUP-0252,2018-09-09,2018-10-22,90,882.58,79432.2,90,High,Delivered,2018-10-15
PO-0007737,PRJ-0050,MAT-0094,SUP-0032,2018-04-18,2018-08-04,720,659.3,474696.0,60,Normal,Delivered,2018-07-16
PO-0007738,PRJ-0050,MAT-0079,SUP-0117,2018-04-07,2018-06-30,624,7565.57,4720915.68,90,High,Delivered,2018-06-15
PO-0007739,PRJ-0050,MAT-0117,SUP-0281,2017-11-04,2018-02-06,430,8498.68,3654432.4,45,Critical,Delivered,2018-02-04
PO-0007740,PRJ-0050,MAT-0064,SUP-0322,2017-10-21,2017-11-16,249,1516.55,377620.95,60,Normal,Delivered,2017-10-31
PO-0007741,PRJ-0050,MAT-0226,SUP-0322,2017-06-16,2017-09-02,726,3275.71,2378165.46,60,Normal,Partially Delivered,2017-08-22
PO-0007742,PRJ-0050,MAT-0026,SUP-0085,2017-08-18,2017-09-11,456,1320.58,602184.48,60,Normal,Delivered,2017-08-22
PO-0007743,PRJ-0050,MAT-0144,SUP-0031,2017-04-28,2017-07-16,400,8799.09,3519636.0,30,High,Delivered,2017-07-06
PO-0007744,PRJ-0050,MAT-0059,SUP-0062,2017-05-14,2017-06-30,414,4343.65,1798271.1,90,Normal,Partially Delivered,2017-06-16
PO-0007745,PRJ-0050,MAT-0047,SUP-0186,2018-02-22,2018-04-26,86,1843.39,158531.54,60,Normal,Open,2018-04-20
PO-0007746,PRJ-0050,MAT-0214,SUP-0209,2018-06-05,2018-07-15,660,6646.68,4386808.8,30,Critical,Delivered,2018-07-10
PO-0007747,PRJ-0050,MAT-0161,SUP-0322,2018-04-15,2018-05-13,351,2202.3,773007.3,60,Normal,Delivered,2018-04-21
PO-0007748,PRJ-0050,MAT-0032,SUP-0316,2018-01-23,2018-02-24,798,8330.63,6647842.74,30,Normal,Delivered,2018-02-11
PO-0007749,PRJ-0050,MAT-0120,SUP-0299,2017-12-06,2017-12-31,756,1908.48,1442810.88,90,Critical,Closed,2017-12-29
PO-0007750,PRJ-0050,MAT-0076,SUP-0288,2018-10-07,2018-11-05,78,24162.31,1884660.18,45,High,Delivered,2018-11-20
PO-0007751,PRJ-0050,MAT-0245,SUP-0147,2018-01-16,2018-04-30,658,1874.8,1233618.4,30,Normal,Delivered,2018-04-16
PO-0007752,PRJ-0050,MAT-0009,SUP-0315,2018-04-09,2018-05-16,1222,9145.72,11176069.84,30,Normal,Closed,2018-05-01
