activity_id,project_id,activity_sequence,activity_name,activity_type,planned_start_date,planned_finish_date,planned_duration_days,actual_finish_date,progress_pct,critical_path_flag,baseline_cost,actual_cost,delay_days,delay_flag
ACT-002153,PRJ-0023,47,Plastering,Architectural,2018-08-14,2018-10-02,49,2018-10-02,100.0,1,31588.97,27510.15,0,0
ACT-002154,PRJ-0023,48,Floor Finishing,Architectural,2018-08-15,2018-10-08,54,2018-10-29,100.0,1,62838.55,62072.61,21,1
ACT-002155,PRJ-0023,49,Painting,Architectural,2018-08-16,2018-10-15,60,2018-10-15,100.0,0,87597.01,93159.83,0,0
ACT-002156,PRJ-0023,50,HVAC Installation,MEP,2018-08-22,2018-08-31,9,2018-08-31,100.0,0,52053.49,50425.5,0,0
ACT-002157,PRJ-0023,51,Electrical Installation,MEP,2018-08-24,2018-09-30,37,2018-09-30,100.0,0,68358.6,73964.05,0,0
ACT-002158,PRJ-0023,52,Plumbing Installation,MEP,2018-08-29,2018-09-14,16,2018-09-14,100.0,0,41873.08,48243.47,0,0
ACT-002159,PRJ-0023,53,Fire Fighting Installation,MEP,2018-08-31,2018-11-23,84,2018-11-23,100.0,0,66041.69,67233.47,0,0
ACT-002160,PRJ-0023,54,Fire Alarm Installation,MEP,2018-09-04,2018-10-29,55,2018-10-29,100.0,1,58082.38,63345.24,0,0
ACT-002161,PRJ-0023,55,Testing & Commissioning,Commissioning,2018-09-05,2018-09-23,18,2018-09-23,100.0,0,86572.82,77953.06,0,0
ACT-002162,PRJ-0023,56,Final Inspection,Commissioning,2018-09-05,2018-10-17,42,2018-10-17,100.0,0,84690.22,77215.62,0,0
ACT-002163,PRJ-0023,57,Handover,General,2018-09-06,2018-11-27,82,2018-11-27,100.0,0,66854.64,67797.49,0,0
ACT-002164,PRJ-0023,58,Mobilization,General,2018-09-08,2018-10-01,23,2018-10-01,100.0,0,54581.65,47734.42,0,0
ACT-002165,PRJ-0023,59,Site Preparation,Civil,2018-09-08,2018-11-03,56,2018-11-03,100.0,1,35369.82,35983.2,0,0
ACT-002166,PRJ-0023,60,Excavation,Civil,2018-09-09,2018-11-18,70,2018-11-18,100.0,1,91446.73,88976.91,0,0
ACT-002167,PRJ-0023,61,Foundation Works,Civil,2018-09-09,2018-11-29,81,2018-11-29,100.0,0,61217.82,53351.22,0,0
ACT-002168,PRJ-0023,62,Concrete Works,Structural,2018-09-11,2018-10-09,28,2018-10-09,100.0,0,36430.23,31641.89,0,0
ACT-002169,PRJ-0023,63,Structural Steel,Structural,2018-09-11,2018-11-09,59,2018-11-09,100.0,1,72765.85,67645.86,0,0
ACT-002170,PRJ-0023,64,Block Works,Architectural,2018-09-14,2018-10-05,21,2018-10-05,100.0,1,32987.73,33965.86,0,0
ACT-002171,PRJ-0023,65,Waterproofing,Architectural,2018-09-14,2018-11-28,75,2018-11-28,100.0,0,37658.83,37021.83,0,0
ACT-002172,PRJ-0023,66,Plastering,Architectural,2018-09-15,2018-11-25,71,2018-11-25,100.0,0,44371.32,48206.49,0,0
ACT-002173,PRJ-0023,67,Floor Finishing,Architectural,2018-09-16,2018-11-15,60,2018-11-15,100.0,0,85842.91,77481.97,0,0
ACT-002174,PRJ-0023,68,Painting,Architectural,2018-09-19,2018-11-05,47,2018-11-05,100.0,0,50128.68,45807.07,0,0
ACT-002175,PRJ-0023,69,HVAC Installation,MEP,2018-09-20,2018-09-27,7,2018-09-27,100.0,1,37418.73,37185.3,0,0
ACT-002176,PRJ-0023,70,Electrical Installation,MEP,2018-09-21,2018-11-08,48,2018-11-08,100.0,0,77846.42,72028.76,0,0
ACT-002177,PRJ-0023,71,Plumbing Installation,MEP,2018-09-22,2018-10-29,37,2018-10-29,100.0,1,56172.51,53371.61,0,0
ACT-002178,PRJ-0023,72,Fire Fighting Installation,MEP,2018-09-22,2018-11-27,66,2018-11-27,100.0,1,68821.03,64104.52,0,0
ACT-002179,PRJ-0023,73,Fire Alarm Installation,MEP,2018-09-24,2018-11-02,39,2018-11-02,100.0,0,64869.93,59978.9,0,0
ACT-002180,PRJ-0023,74,Testing & Commissioning,Commissioning,2018-09-24,2018-12-08,75,2018-12-08,100.0,1,69995.26,67585.83,0,0
ACT-002181,PRJ-0023,75,Final Inspection,Commissioning,2018-09-25,2018-11-25,61,2018-11-25,100.0,0,82271.31,83756.14,0,0
ACT-002182,PRJ-0023,76,Handover,General,2018-09-30,2018-10-17,17,2018-10-17,100.0,0,78655.5,72802.08,0,0
ACT-002183,PRJ-0023,77,Mobilization,General,2018-10-07,2018-12-04,58,2018-12-04,100.0,0,74979.07,76026.73,0,0
ACT-002184,PRJ-0023,78,Site Preparation,Civil,2018-10-07,2018-12-26,80,2018-12-28,100.0,0,82599.95,89919.68,2,0
ACT-002185,PRJ-0023,79,Excavation,Civil,2018-10-11,2018-11-06,26,2018-11-06,100.0,0,56115.17,52189.35,0,0
ACT-002186,PRJ-0023,80,Foundation Works,Civil,2018-10-14,2018-12-01,48,2018-12-01,100.0,0,87401.19,81545.09,0,0
ACT-002187,PRJ-0023,81,Concrete Works,Structural,2018-10-14,2018-11-19,36,2018-11-19,100.0,0,74027.11,83084.2,0,0
ACT-002188,PRJ-0023,82,Structural Steel,Structural,2018-10-15,2018-11-11,27,2018-11-11,100.0,1,46064.62,42817.56,0,0
ACT-002189,PRJ-0023,83,Block Works,Architectural,2018-10-17,2019-01-12,87,2019-01-12,100.0,0,85664.56,87960.21,0,0
ACT-002190,PRJ-0023,84,Waterproofing,Architectural,2018-10-17,2018-12-23,67,2018-12-23,100.0,0,42026.81,46226.9,0,0
ACT-002191,PRJ-0023,85,Plastering,Architectural,2018-10-19,2018-12-24,66,2018-12-24,100.0,0,33041.55,34288.96,0,0
ACT-002192,PRJ-0023,86,Floor Finishing,Architectural,2018-10-21,2018-12-01,41,2018-12-01,100.0,0,31223.19,28086.02,0,0
ACT-002193,PRJ-0023,87,Painting,Architectural,2018-10-22,2018-12-28,67,2018-12-28,100.0,0,49379.36,47131.96,0,0
ACT-002194,PRJ-0023,88,HVAC Installation,MEP,2018-10-23,2019-01-07,76,2019-01-07,100.0,0,34088.96,31368.44,0,0
ACT-002195,PRJ-0023,89,Electrical Installation,MEP,2018-10-24,2018-11-18,25,2018-11-18,100.0,1,31063.2,32503.28,0,0
ACT-002196,PRJ-0023,90,Plumbing Installation,MEP,2018-10-28,2018-11-28,31,2018-11-28,100.0,0,40229.19,40283.22,0,0
ACT-002197,PRJ-0023,91,Fire Fighting Installation,MEP,2018-10-30,2018-11-28,29,2018-11-28,100.0,1,86852.79,79098.3,0,0
ACT-002198,PRJ-0023,92,Fire Alarm Installation,MEP,2018-11-01,2019-01-12,72,2019-01-12,100.0,0,53056.5,49155.44,0,0
ACT-002199,PRJ-0023,93,Testing & Commissioning,Commissioning,2018-11-01,2018-12-04,33,2018-12-04,100.0,0,48016.67,49972.89,0,0
ACT-002200,PRJ-0023,94,Final Inspection,Commissioning,2018-11-02,2018-12-13,41,2018-12-13,100.0,0,38217.06,38591.86,0,0
ACT-002201,PRJ-0023,95,Handover,General,2018-11-02,2018-11-07,5,2018-11-07,100.0,1,71578.53,67044.82,0,0
ACT-002202,PRJ-0023,96,Mobilization,General,2018-11-02,2019-01-12,71,2019-01-12,100.0,0,95602.5,98232.77,0,0
ACT-002203,PRJ-0023,97,Site Preparation,Civil,2018-11-02,2018-11-25,23,2018-11-25,100.0,0,61054.48,61897.01,0,0
ACT-002204,PRJ-0023,98,Excavation,Civil,2018-11-03,2018-12-27,54,2018-12-27,100.0,0,32214.55,32051.89,0,0
ACT-002205,PRJ-0023,99,Foundation Works,Civil,2018-11-05,2019-01-05,61,2019-01-05,100.0,1,54177.63,56276.37,0,0
ACT-002206,PRJ-0023,100,Concrete Works,Structural,2018-11-07,2018-11-13,6,2018-11-25,100.0,0,43460.39,47244.74,12,1
ACT-002207,PRJ-0023,101,Structural Steel,Structural,2018-11-12,2018-11-19,7,2018-11-19,100.0,1,65059.78,62330.11,0,0
ACT-002208,PRJ-0023,102,Block Works,Architectural,2018-11-14,2019-01-12,59,2019-01-12,100.0,0,27936.04,25957.72,0,0
ACT-002209,PRJ-0023,103,Waterproofing,Architectural,2018-11-15,2018-11-26,11,2018-11-26,100.0,1,78299.67,75719.92,0,0
ACT-002210,PRJ-0023,104,Plastering,Architectural,2018-11-15,2019-01-12,58,2019-01-12,100.0,1,74954.38,81447.48,0,0
ACT-002211,PRJ-0023,105,Floor Finishing,Architectural,2018-11-16,2018-11-30,14,2018-11-30,100.0,1,47981.52,49440.42,0,0
ACT-002212,PRJ-0023,106,Painting,Architectural,2018-11-17,2018-12-20,33,2018-12-20,100.0,0,79998.62,74288.49,0,0
ACT-002213,PRJ-0023,107,HVAC Installation,MEP,2018-11-17,2019-01-12,56,2019-01-12,100.0,0,41427.48,46358.29,0,0
ACT-002214,PRJ-0023,108,Electrical Installation,MEP,2018-11-18,2019-01-12,55,2019-01-12,100.0,0,93736.89,102860.23,0,0
ACT-002215,PRJ-0023,109,Plumbing Installation,MEP,2018-11-19,2019-01-12,54,2019-01-19,100.0,0,44233.36,50014.19,7,0
ACT-002216,PRJ-0023,110,Fire Fighting Installation,MEP,2018-11-19,2019-01-12,54,2019-01-12,100.0,0,73932.1,70089.66,0,0
ACT-002217,PRJ-0023,111,Fire Alarm Installation,MEP,2018-11-20,2019-01-12,53,2019-01-25,100.0,1,44895.97,50648.96,13,1
ACT-002218,PRJ-0023,112,Testing & Commissioning,Commissioning,2018-11-24,2019-01-07,44,2019-01-07,100.0,0,46344.07,45057.82,0,0
ACT-002219,PRJ-0023,113,Final Inspection,Commissioning,2018-11-26,2019-01-12,47,2019-01-12,100.0,0,28480.03,30208.87,0,0
ACT-002220,PRJ-0023,114,Handover,General,2018-11-27,2019-01-12,46,2019-01-12,100.0,0,65394.69,78755.35,0,0
ACT-002221,PRJ-0023,115,Mobilization,General,2018-11-30,2019-01-12,43,2019-01-12,100.0,0,39877.45,39902.41,0,0
ACT-002222,PRJ-0023,116,Site Preparation,Civil,2018-12-05,2019-01-12,38,2019-01-12,100.0,0,53513.44,46453.0,0,0
ACT-002223,PRJ-0023,117,Excavation,Civil,2018-12-05,2019-01-12,38,2019-01-12,100.0,1,66174.84,61979.2,0,0
ACT-002224,PRJ-0023,118,Foundation Works,Civil,2018-12-05,2019-01-06,32,2019-01-06,100.0,0,98156.76,106326.84,0,0
ACT-002225,PRJ-0023,119,Concrete Works,Structural,2018-12-09,2019-01-12,34,2019-01-12,100.0,0,52356.77,56525.1,0,0
ACT-002226,PRJ-0023,120,Structural Steel,Structural,2018-12-10,2019-01-12,33,2019-01-12,100.0,1,30109.34,32459.61,0,0
ACT-002227,PRJ-0023,121,Block Works,Architectural,2018-12-10,2019-01-12,33,2019-01-12,100.0,0,54163.58,51257.25,0,0
ACT-002228,PRJ-0023,122,Waterproofing,Architectural,2018-12-10,2018-12-15,5,2018-12-15,100.0,1,71471.58,65288.97,0,0
ACT-002229,PRJ-0023,123,Plastering,Architectural,2018-12-11,2019-01-12,32,2019-01-12,100.0,0,49718.77,57101.25,0,0
ACT-002230,PRJ-0024,1,Mobilization,General,2023-04-13,2023-05-18,35,2023-05-18,100.0,0,351018.99,409012.81,0,0
ACT-002231,PRJ-0024,2,Site Preparation,Civil,2023-04-17,2023-05-26,39,2023-06-22,100.0,1,385766.85,399360.0,27,1
ACT-002232,PRJ-0024,3,Excavation,Civil,2023-04-25,2023-05-20,25,2023-05-20,100.0,0,314272.48,310836.76,0,0
ACT-002233,PRJ-0024,4,Foundation Works,Civil,2023-04-27,2023-06-19,53,2023-06-19,100.0,1,436804.34,469533.0,0,0
ACT-002234,PRJ-0024,5,Concrete Works,Structural,2023-05-16,2023-07-24,69,2023-07-24,100.0,1,432199.19,434352.79,0,0
ACT-002235,PRJ-0024,6,Structural Steel,Structural,2023-05-26,2023-07-04,39,2023-07-04,100.0,0,258339.93,297191.16,0,0
ACT-002236,PRJ-0024,7,Block Works,Architectural,2023-05-28,2023-06-11,14,2023-06-11,100.0,0,232006.7,252888.3,0,0
ACT-002237,PRJ-0024,8,Waterproofing,Architectural,2023-06-04,2023-06-15,11,2023-06-15,100.0,1,174093.12,174041.89,0,0
ACT-002238,PRJ-0024,9,Plastering,Architectural,2023-06-06,2023-06-19,13,2023-06-19,100.0,0,342351.47,386741.16,0,0
ACT-002239,PRJ-0024,10,Floor Finishing,Architectural,2023-06-11,2023-06-19,8,2023-06-25,100.0,1,260166.77,275039.65,6,0
ACT-002240,PRJ-0024,11,Painting,Architectural,2023-06-17,2023-07-08,21,2023-07-08,100.0,0,243534.27,288849.41,0,0
ACT-002241,PRJ-0024,12,HVAC Installation,MEP,2023-06-21,2023-07-10,19,2023-07-10,100.0,0,168667.55,194476.18,0,0
ACT-002242,PRJ-0024,13,Electrical Installation,MEP,2023-06-26,2023-07-13,17,2023-07-13,100.0,0,342707.23,331603.48,0,0
ACT-002243,PRJ-0024,14,Plumbing Installation,MEP,2023-06-26,2023-07-24,28,2023-07-24,100.0,1,242950.18,236818.34,0,0
ACT-002244,PRJ-0024,15,Fire Fighting Installation,MEP,2023-07-03,2023-09-30,89,2023-09-30,100.0,0,319648.56,304447.14,0,0
ACT-002245,PRJ-0024,16,Fire Alarm Installation,MEP,2023-07-06,2023-09-12,68,2023-10-10,100.0,1,294515.75,316872.35,28,1
ACT-002246,PRJ-0024,17,Testing & Commissioning,Commissioning,2023-07-09,2023-09-27,80,2023-10-14,100.0,0,268566.14,283973.66,17,1
ACT-002247,PRJ-0024,18,Final Inspection,Commissioning,2023-07-15,2023-08-07,23,2023-08-07,100.0,0,340221.06,340027.44,0,0
ACT-002248,PRJ-0024,19,Handover,General,2023-07-30,2023-09-13,45,2023-09-13,100.0,0,204283.57,218970.45,0,0
ACT-002249,PRJ-0024,20,Mobilization,General,2023-07-31,2023-09-14,45,2023-09-14,100.0,0,420286.85,457181.13,0,0
ACT-002250,PRJ-0024,21,Site Preparation,Civil,2023-08-05,2023-09-21,47,2023-09-21,100.0,0,496380.25,457119.08,0,0
ACT-002251,PRJ-0024,22,Excavation,Civil,2023-08-09,2023-08-21,12,2023-08-21,100.0,0,291245.51,272954.06,0,0
ACT-002252,PRJ-0024,23,Foundation Works,Civil,2023-08-10,2023-10-13,64,2023-10-13,100.0,0,199244.26,189495.77,0,0
ACT-002253,PRJ-0024,24,Concrete Works,Structural,2023-08-12,2023-11-04,84,2023-11-04,100.0,0,282021.07,278972.74,0,0
ACT-002254,PRJ-0024,25,Structural Steel,Structural,2023-08-18,2023-11-09,83,2023-11-09,100.0,0,190250.62,165194.85,0,0
ACT-002255,PRJ-0024,26,Block Works,Architectural,2023-08-29,2023-10-04,36,2023-10-04,100.0,0,311570.8,268539.55,0,0
ACT-002256,PRJ-0024,27,Waterproofing,Architectural,2023-09-03,2023-11-14,72,2023-11-14,100.0,1,392422.12,374043.89,0,0
ACT-002257,PRJ-0024,28,Plastering,Architectural,2023-09-04,2023-10-22,48,2023-10-22,100.0,1,357340.1,379543.85,0,0
ACT-002258,PRJ-0024,29,Floor Finishing,Architectural,2023-09-05,2023-10-11,36,2023-10-11,100.0,0,193943.18,200692.16,0,0
ACT-002259,PRJ-0024,30,Painting,Architectural,2023-09-05,2023-10-02,27,2023-10-02,100.0,0,403658.87,411673.49,0,0
ACT-002260,PRJ-0024,31,HVAC Installation,MEP,2023-09-08,2023-11-26,79,2023-11-26,100.0,0,203947.16,214800.7,0,0
ACT-002261,PRJ-0024,32,Electrical Installation,MEP,2023-09-09,2023-09-24,15,2023-09-24,100.0,1,257172.56,315380.36,0,0
ACT-002262,PRJ-0024,33,Plumbing Installation,MEP,2023-09-13,2023-10-30,47,2023-10-30,100.0,0,293058.24,328887.92,0,0
ACT-002263,PRJ-0024,34,Fire Fighting Installation,MEP,2023-09-22,2023-11-05,44,2023-11-05,100.0,1,306947.05,271981.31,0,0
ACT-002264,PRJ-0024,35,Fire Alarm Installation,MEP,2023-09-23,2023-11-18,56,2023-11-18,100.0,0,390982.79,430165.23,0,0
ACT-002265,PRJ-0024,36,Testing & Commissioning,Commissioning,2023-09-26,2023-10-25,29,2023-10-25,100.0,1,318627.93,262635.17,0,0
ACT-002266,PRJ-0024,37,Final Inspection,Commissioning,2023-10-02,2023-11-01,30,2023-11-01,100.0,1,385771.01,382404.77,0,0
ACT-002267,PRJ-0024,38,Handover,General,2023-10-03,2023-11-04,32,2023-11-04,100.0,1,276160.27,279612.59,0,0
ACT-002268,PRJ-0024,39,Mobilization,General,2023-10-09,2023-12-14,66,2023-12-14,100.0,0,524826.23,564580.9,0,0
ACT-002269,PRJ-0024,40,Site Preparation,Civil,2023-10-17,2023-11-03,17,2023-11-03,100.0,1,476806.49,448683.14,0,0
ACT-002270,PRJ-0024,41,Excavation,Civil,2023-10-24,2023-12-24,61,2023-12-24,100.0,0,450026.94,458437.99,0,0
ACT-002271,PRJ-0024,42,Foundation Works,Civil,2023-10-24,2023-12-29,66,2023-12-29,100.0,0,459687.97,464136.44,0,0
ACT-002272,PRJ-0024,43,Concrete Works,Structural,2023-10-24,2023-12-08,45,2023-12-08,100.0,0,471521.92,477554.82,0,0
ACT-002273,PRJ-0024,44,Structural Steel,Structural,2023-10-31,2023-12-24,54,2023-12-24,100.0,0,439221.71,428939.33,0,0
ACT-002274,PRJ-0024,45,Block Works,Architectural,2023-11-05,2023-11-14,9,2023-11-14,100.0,1,486818.24,472155.67,0,0
ACT-002275,PRJ-0024,46,Waterproofing,Architectural,2023-11-05,2024-01-03,59,2024-01-03,100.0,1,466908.96,409415.12,0,0
ACT-002276,PRJ-0024,47,Plastering,Architectural,2023-11-16,2024-01-19,64,2024-01-19,100.0,0,154574.88,152123.85,0,0
ACT-002277,PRJ-0024,48,Floor Finishing,Architectural,2023-11-28,2024-02-08,72,2024-02-08,100.0,1,176811.43,192166.06,0,0
ACT-002278,PRJ-0024,49,Painting,Architectural,2023-11-30,2024-02-04,66,2024-02-04,100.0,0,378570.36,442339.42,0,0
ACT-002279,PRJ-0024,50,HVAC Installation,MEP,2023-12-03,2023-12-13,10,2023-12-13,100.0,0,506929.9,472543.76,0,0
ACT-002280,PRJ-0024,51,Electrical Installation,MEP,2023-12-13,2024-01-11,29,2024-01-11,100.0,0,272255.89,296294.71,0,0
ACT-002281,PRJ-0024,52,Plumbing Installation,MEP,2023-12-19,2024-01-02,14,2024-01-02,100.0,0,385620.83,395456.66,0,0
ACT-002282,PRJ-0024,53,Fire Fighting Installation,MEP,2023-12-22,2024-03-04,73,2024-03-06,100.0,1,212057.34,208557.65,2,0
ACT-002283,PRJ-0024,54,Fire Alarm Installation,MEP,2023-12-23,2024-02-14,53,2024-02-14,100.0,0,240563.75,245251.78,0,0
ACT-002284,PRJ-0024,55,Testing & Commissioning,Commissioning,2023-12-26,2024-01-07,12,2024-01-07,100.0,0,349838.69,327895.0,0,0
ACT-002285,PRJ-0024,56,Final Inspection,Commissioning,2023-12-31,2024-01-27,27,2024-01-27,100.0,0,490605.14,500866.74,0,0
ACT-002286,PRJ-0024,57,Handover,General,2024-01-04,2024-03-12,68,2024-03-12,100.0,0,270314.08,264365.33,0,0
ACT-002287,PRJ-0024,58,Mobilization,General,2024-01-08,2024-03-13,65,2024-03-13,100.0,1,402168.6,380089.64,0,0
ACT-002288,PRJ-0024,59,Site Preparation,Civil,2024-01-11,2024-03-23,72,2024-03-23,100.0,1,308671.85,265431.04,0,0
ACT-002289,PRJ-0024,60,Excavation,Civil,2024-01-15,2024-03-29,74,2024-03-29,100.0,0,341857.27,362394.86,0,0
ACT-002290,PRJ-0024,61,Foundation Works,Civil,2024-01-21,2024-03-24,63,2024-04-06,100.0,1,230534.73,265000.35,13,1
ACT-002291,PRJ-0024,62,Concrete Works,Structural,2024-01-30,2024-02-16,17,2024-02-16,100.0,0,211404.68,220426.95,0,0
ACT-002292,PRJ-0024,63,Structural Steel,Structural,2024-02-03,2024-03-21,47,2024-03-21,100.0,0,405314.89,357073.02,0,0
ACT-002293,PRJ-0024,64,Block Works,Architectural,2024-02-04,2024-02-18,14,2024-02-18,100.0,0,230650.45,219645.8,0,0
ACT-002294,PRJ-0024,65,Waterproofing,Architectural,2024-02-05,2024-04-15,70,2024-04-15,100.0,0,359170.74,336432.3,0,0
ACT-002295,PRJ-0024,66,Plastering,Architectural,2024-02-10,2024-03-26,45,2024-03-26,100.0,0,178450.83,180723.44,0,0
ACT-002296,PRJ-0024,67,Floor Finishing,Architectural,2024-02-11,2024-03-31,49,2024-03-31,100.0,1,165878.94,180402.67,0,0
ACT-002297,PRJ-0024,68,Painting,Architectural,2024-02-18,2024-05-05,77,2024-05-05,100.0,0,435818.63,373530.46,0,0
ACT-002298,PRJ-0024,69,HVAC Installation,MEP,2024-02-18,2024-02-23,5,2024-02-23,100.0,0,222762.39,200215.27,0,0
ACT-002299,PRJ-0024,70,Electrical Installation,MEP,2024-02-22,2024-03-13,20,2024-03-16,100.0,1,163687.49,160724.73,3,0
ACT-002300,PRJ-0024,71,Plumbing Installation,MEP,2024-02-24,2024-04-12,48,2024-04-12,100.0,1,425274.34,411068.1,0,0
ACT-002301,PRJ-0024,72,Fire Fighting Installation,MEP,2024-02-26,2024-04-29,63,2024-05-04,100.0,0,395314.19,389470.26,5,0
ACT-002302,PRJ-0024,73,Fire Alarm Installation,MEP,2024-03-13,2024-05-13,61,2024-05-13,100.0,0,222679.19,225926.7,0,0
ACT-002303,PRJ-0024,74,Testing & Commissioning,Commissioning,2024-03-15,2024-03-29,14,2024-03-29,100.0,0,409313.71,446964.4,0,0
ACT-002304,PRJ-0024,75,Final Inspection,Commissioning,2024-03-16,2024-06-08,84,2024-06-08,100.0,0,394854.95,310982.63,0,0
ACT-002305,PRJ-0024,76,Handover,General,2024-03-16,2024-04-24,39,2024-04-24,100.0,1,204652.72,203775.14,0,0
ACT-002306,PRJ-0024,77,Mobilization,General,2024-03-17,2024-04-08,22,2024-04-08,100.0,0,399812.9,423593.82,0,0
ACT-002307,PRJ-0024,78,Site Preparation,Civil,2024-03-21,2024-03-27,6,2024-03-27,100.0,0,279240.18,342306.41,0,0
ACT-002308,PRJ-0024,79,Excavation,Civil,2024-03-23,2024-06-06,75,2024-06-06,100.0,0,402173.99,426391.98,0,0
ACT-002309,PRJ-0024,80,Foundation Works,Civil,2024-03-24,2024-06-01,69,2024-06-01,100.0,0,472035.03,464335.54,0,0
ACT-002310,PRJ-0024,81,Concrete Works,Structural,2024-03-24,2024-05-13,50,2024-05-13,100.0,1,283642.88,270856.21,0,0
ACT-002311,PRJ-0024,82,Structural Steel,Structural,2024-04-01,2024-04-21,20,2024-04-21,100.0,1,230946.0,229893.46,0,0
ACT-002312,PRJ-0024,83,Block Works,Architectural,2024-04-02,2024-05-26,54,2024-05-26,100.0,0,408177.73,413091.4,0,0
ACT-002313,PRJ-0024,84,Waterproofing,Architectural,2024-04-02,2024-04-19,17,2024-04-19,100.0,0,421733.2,321380.96,0,0
ACT-002314,PRJ-0024,85,Plastering,Architectural,2024-04-08,2024-04-20,12,2024-04-20,100.0,0,449793.88,433238.19,0,0
ACT-002315,PRJ-0024,86,Floor Finishing,Architectural,2024-04-15,2024-05-28,43,2024-05-28,100.0,0,234748.19,233696.65,0,0
ACT-002316,PRJ-0024,87,Painting,Architectural,2024-04-23,2024-05-11,18,2024-05-11,100.0,0,381221.53,364288.89,0,0
ACT-002317,PRJ-0024,88,HVAC Installation,MEP,2024-04-24,2024-06-08,45,2024-06-08,100.0,1,495904.74,472822.75,0,0
ACT-002318,PRJ-0024,89,Electrical Installation,MEP,2024-04-26,2024-07-11,76,2024-07-11,100.0,0,211253.12,235030.04,0,0
ACT-002319,PRJ-0024,90,Plumbing Installation,MEP,2024-04-27,2024-05-21,24,2024-05-21,100.0,0,227020.38,215067.17,0,0
ACT-002320,PRJ-0024,91,Fire Fighting Installation,MEP,2024-04-27,2024-07-11,75,2024-07-11,100.0,0,218593.63,214517.15,0,0
ACT-002321,PRJ-0024,92,Fire Alarm Installation,MEP,2024-04-27,2024-06-26,60,2024-06-26,100.0,1,175440.61,178381.97,0,0
ACT-002322,PRJ-0024,93,Testing & Commissioning,Commissioning,2024-05-08,2024-05-28,20,2024-05-28,100.0,0,443388.66,457168.72,0,0
ACT-002323,PRJ-0024,94,Final Inspection,Commissioning,2024-05-21,2024-07-11,51,2024-07-11,100.0,0,290901.37,272839.55,0,0
ACT-002324,PRJ-0024,95,Handover,General,2024-05-21,2024-06-22,32,2024-06-22,100.0,0,431941.85,437764.38,0,0
ACT-002325,PRJ-0024,96,Mobilization,General,2024-05-22,2024-06-22,31,2024-06-22,100.0,1,173313.84,192471.73,0,0
ACT-002326,PRJ-0024,97,Site Preparation,Civil,2024-06-02,2024-07-11,39,2024-07-11,100.0,0,181614.9,164513.0,0,0
ACT-002327,PRJ-0024,98,Excavation,Civil,2024-06-03,2024-06-12,9,2024-06-12,100.0,0,296509.2,255864.35,0,0
ACT-002328,PRJ-0024,99,Foundation Works,Civil,2024-06-04,2024-07-11,37,2024-07-11,100.0,0,224552.85,231791.5,0,0
ACT-002329,PRJ-0024,100,Concrete Works,Structural,2024-06-05,2024-07-11,36,2024-07-11,100.0,0,493424.1,496696.12,0,0
ACT-002330,PRJ-0024,101,Structural Steel,Structural,2024-06-06,2024-07-11,35,2024-07-25,100.0,0,492047.0,488687.07,14,1
ACT-002331,PRJ-0024,102,Block Works,Architectural,2024-06-07,2024-07-11,34,2024-07-11,100.0,0,150146.49,151443.9,0,0
ACT-002332,PRJ-0024,103,Waterproofing,Architectural,2024-06-10,2024-07-10,30,2024-07-10,100.0,0,483643.41,506485.75,0,0
ACT-002333,PRJ-0025,1,Mobilization,General,2018-06-28,2018-08-18,51,2018-08-18,100.0,0,3658665.26,3661244.59,0,0
ACT-002334,PRJ-0025,2,Site Preparation,Civil,2018-07-26,2018-08-08,13,2018-08-08,100.0,0,3958792.46,4240169.0,0,0
ACT-002335,PRJ-0025,3,Excavation,Civil,2018-08-06,2018-08-23,17,2018-08-23,100.0,0,1710174.09,1566152.23,0,0
ACT-002336,PRJ-0025,4,Foundation Works,Civil,2018-08-22,2018-09-30,39,2018-09-30,100.0,0,1679527.18,1803152.41,0,0
ACT-002337,PRJ-0025,5,Concrete Works,Structural,2018-08-24,2018-10-10,47,2018-10-10,100.0,0,2012098.16,1966242.63,0,0
ACT-002338,PRJ-0025,6,Structural Steel,Structural,2018-09-02,2018-10-09,37,2018-10-09,100.0,0,3480249.6,3617076.39,0,0
ACT-002339,PRJ-0025,7,Block Works,Architectural,2018-09-07,2018-10-14,37,2018-10-14,100.0,0,4173030.39,3897666.94,0,0
ACT-002340,PRJ-0025,8,Waterproofing,Architectural,2018-09-10,2018-10-26,46,2018-10-26,100.0,0,3480367.58,3360133.6,0,0
ACT-002341,PRJ-0025,9,Plastering,Architectural,2018-10-07,2018-11-25,49,2018-12-08,100.0,0,2011655.99,1775084.74,13,1
ACT-002342,PRJ-0025,10,Floor Finishing,Architectural,2018-11-20,2019-01-06,47,2019-01-06,100.0,0,2816702.61,2628939.18,0,0
ACT-002343,PRJ-0025,11,Painting,Architectural,2018-12-14,2019-01-23,40,2019-01-23,100.0,0,3757231.21,3459852.35,0,0
ACT-002344,PRJ-0025,12,HVAC Installation,MEP,2018-12-27,2019-01-23,27,2019-01-23,100.0,0,1445607.92,1440037.68,0,0
ACT-002345,PRJ-0025,13,Electrical Installation,MEP,2019-01-28,2019-03-22,53,2019-04-18,100.0,0,3577282.35,3595935.61,27,1
ACT-002346,PRJ-0025,14,Plumbing Installation,MEP,2019-02-08,2019-03-11,31,2019-03-11,100.0,0,3008810.12,2784121.72,0,0
