event_id,event_date,equipment_id,equipment_type,operating_hours,downtime_hours,utilization_rate,maintenance_flag,failure_flag,failure_severity,maintenance_cost,degradation_index,event_type
EQEV-00007517,2025-05-17,EQP-00097,Compressor,4.52,1.87,0.4758,0,0,None,70.55,0.4036,Normal Operation
EQEV-00007518,2025-05-18,EQP-00097,Compressor,5.51,0.74,0.5089,0,0,None,66.51,0.4136,Normal Operation
EQEV-00007519,2025-05-19,EQP-00097,Compressor,5.31,1.75,0.4848,0,0,None,67.62,0.4063,Normal Operation
EQEV-00007520,2025-05-20,EQP-00097,Compressor,6.93,4.7,0.6669,0,0,None,44.4,0.461,Downtime
EQEV-00007521,2025-05-21,EQP-00097,Compressor,7.33,1.81,0.6876,0,0,None,41.82,0.4672,Normal Operation
EQEV-00007522,2025-05-22,EQP-00097,Compressor,6.69,2.26,0.6959,0,0,None,112.09,0.4696,Normal Operation
EQEV-00007523,2025-05-23,EQP-00097,Compressor,6.6,0.64,0.7081,0,0,None,69.64,0.4733,Normal Operation
EQEV-00007524,2025-05-24,EQP-00097,Compressor,6.36,1.28,0.6433,0,0,None,39.19,0.4539,Normal Operation
EQEV-00007525,2025-05-25,EQP-00097,Compressor,5.38,0.82,0.5442,0,0,None,104.19,0.4241,Normal Operation
EQEV-00007526,2025-05-26,EQP-00097,Compressor,3.66,0.28,0.3914,0,0,None,82.66,0.3783,Normal Operation
EQEV-00007527,2025-05-27,EQP-00097,Compressor,5.37,0.64,0.5092,0,0,None,92.39,0.4136,Normal Operation
EQEV-00007528,2025-05-28,EQP-00097,Compressor,7.96,10.0,0.8202,0,0,None,75.19,0.5069,Downtime
EQEV-00007529,2025-05-29,EQP-00097,Compressor,5.5,4.52,0.5902,0,0,None,87.95,0.4379,Downtime
EQEV-00007530,2025-05-30,EQP-00097,Compressor,5.09,1.11,0.5023,0,0,None,49.94,0.4116,Normal Operation
EQEV-00007531,2025-05-31,EQP-00097,Compressor,5.6,5.65,0.5145,0,0,None,46.53,0.4152,Downtime
EQEV-00007532,2025-06-01,EQP-00097,Compressor,4.62,1.17,0.4628,0,0,None,59.16,0.3997,Normal Operation
EQEV-00007533,2025-06-02,EQP-00097,Compressor,4.91,3.16,0.5143,0,0,None,67.9,0.4152,Normal Operation
EQEV-00007534,2025-06-03,EQP-00097,Compressor,5.54,1.74,0.6068,0,0,None,97.62,0.4429,Normal Operation
EQEV-00007535,2025-06-04,EQP-00097,Compressor,5.56,2.19,0.5595,0,0,None,70.62,0.4287,Normal Operation
EQEV-00007536,2025-06-05,EQP-00097,Compressor,6.43,1.72,0.605,0,0,None,86.26,0.4424,Normal Operation
EQEV-00007537,2025-06-06,EQP-00097,Compressor,5.22,3.38,0.562,0,0,None,56.53,0.4295,Normal Operation
EQEV-00007538,2025-06-07,EQP-00097,Compressor,6.27,1.98,0.5955,0,0,None,91.6,0.4395,Normal Operation
EQEV-00007539,2025-06-08,EQP-00097,Compressor,4.21,1.89,0.4107,0,0,None,64.11,0.3841,Normal Operation
EQEV-00007540,2025-06-09,EQP-00097,Compressor,5.75,9.11,0.5918,0,0,None,108.34,0.4384,Downtime
EQEV-00007541,2025-06-10,EQP-00097,Compressor,5.77,2.45,0.5708,0,0,None,50.63,0.4321,Normal Operation
EQEV-00007542,2025-06-11,EQP-00097,Compressor,6.47,1.51,0.6929,0,0,None,38.44,0.4688,Normal Operation
EQEV-00007543,2025-06-12,EQP-00097,Compressor,5.09,2.87,0.5449,0,0,None,56.11,0.4244,Normal Operation
EQEV-00007544,2025-06-13,EQP-00097,Compressor,5.05,2.91,0.5108,0,0,None,89.4,0.4141,Normal Operation
EQEV-00007545,2025-06-14,EQP-00097,Compressor,3.54,0.33,0.3608,0,0,None,96.82,0.3691,Normal Operation
EQEV-00007546,2025-06-15,EQP-00097,Compressor,4.39,2.21,0.4828,0,0,None,109.78,0.4057,Normal Operation
EQEV-00007547,2025-06-16,EQP-00097,Compressor,6.53,1.97,0.6408,0,0,None,63.42,0.4531,Normal Operation
EQEV-00007548,2025-06-17,EQP-00097,Compressor,5.28,3.37,0.559,0,0,None,73.15,0.4286,Normal Operation
EQEV-00007549,2025-06-18,EQP-00097,Compressor,5.97,5.05,0.6605,0,0,None,75.82,0.459,Downtime
EQEV-00007550,2025-06-19,EQP-00097,Compressor,5.41,1.63,0.5132,0,0,None,42.25,0.4148,Normal Operation
EQEV-00007551,2025-06-20,EQP-00097,Compressor,7.27,2.27,0.7503,0,0,None,99.46,0.486,Normal Operation
EQEV-00007552,2025-06-21,EQP-00097,Compressor,4.68,2.1,0.5106,0,0,None,70.49,0.4141,Normal Operation
EQEV-00007553,2025-06-22,EQP-00097,Compressor,4.75,3.3,0.4925,0,0,None,91.35,0.4086,Normal Operation
EQEV-00007554,2025-06-23,EQP-00097,Compressor,5.98,4.86,0.5677,0,0,None,48.22,0.4312,Downtime
EQEV-00007555,2025-06-24,EQP-00097,Compressor,4.63,3.79,0.4884,0,0,None,38.48,0.4074,Normal Operation
EQEV-00007556,2025-06-25,EQP-00097,Compressor,6.51,1.28,0.6084,0,0,None,75.01,0.4434,Normal Operation
EQEV-00007557,2025-06-26,EQP-00097,Compressor,7.18,4.55,0.6983,0,0,None,48.18,0.4704,Downtime
EQEV-00007558,2025-06-27,EQP-00097,Compressor,7.55,1.78,0.7244,0,0,None,64.24,0.4782,Normal Operation
EQEV-00007559,2025-06-28,EQP-00097,Compressor,4.75,2.56,0.4343,0,0,None,51.31,0.3912,Normal Operation
EQEV-00007560,2025-06-29,EQP-00097,Compressor,5.09,0.63,0.5612,0,1,Moderate,827.76,0.4292,Failure
EQEV-00007561,2025-01-01,EQP-00313,Excavator,7.33,12.45,0.6714,0,0,None,3.24,0.5645,Downtime
EQEV-00007562,2025-01-02,EQP-00313,Excavator,7.72,6.97,0.7679,0,0,None,3.2,0.5935,Downtime
EQEV-00007563,2025-01-03,EQP-00313,Excavator,7.11,0.71,0.7135,0,0,None,6.74,0.5771,Normal Operation
EQEV-00007564,2025-01-04,EQP-00313,Excavator,5.43,1.83,0.5252,0,0,None,8.63,0.5207,Normal Operation
EQEV-00007565,2025-01-05,EQP-00313,Excavator,5.36,0.74,0.5948,0,0,None,7.35,0.5415,Normal Operation
EQEV-00007566,2025-01-06,EQP-00313,Excavator,7.72,3.82,0.7239,0,0,None,6.91,0.5803,Normal Operation
EQEV-00007567,2025-01-07,EQP-00313,Excavator,7.73,7.32,0.7765,0,0,None,8.84,0.596,Downtime
EQEV-00007568,2025-01-08,EQP-00313,Excavator,5.54,1.66,0.5951,0,0,None,4.02,0.5416,Normal Operation
EQEV-00007569,2025-01-09,EQP-00313,Excavator,5.45,3.86,0.5607,0,0,None,3.2,0.5313,Normal Operation
EQEV-00007570,2025-01-10,EQP-00313,Excavator,7.25,5.16,0.732,0,0,None,5.12,0.5827,Downtime
EQEV-00007571,2025-01-11,EQP-00313,Excavator,5.09,1.69,0.5505,0,0,None,8.54,0.5282,Normal Operation
EQEV-00007572,2025-01-12,EQP-00313,Excavator,4.6,0.09,0.492,0,0,None,5.43,0.5107,Normal Operation
EQEV-00007573,2025-01-13,EQP-00313,Excavator,6.64,1.15,0.7092,0,0,None,7.33,0.5759,Normal Operation
EQEV-00007574,2025-01-14,EQP-00313,Excavator,7.45,0.45,0.7546,0,0,None,4.99,0.5895,Normal Operation
EQEV-00007575,2025-01-15,EQP-00313,Excavator,6.29,2.02,0.6864,0,0,None,6.93,0.569,Normal Operation
EQEV-00007576,2025-01-16,EQP-00313,Excavator,7.27,0.94,0.718,0,1,Major,22.88,0.5785,Failure
EQEV-00007577,2025-01-17,EQP-00313,Excavator,6.72,1.33,0.657,0,0,None,5.27,0.5602,Normal Operation
EQEV-00007578,2025-01-18,EQP-00313,Excavator,5.28,0.89,0.4972,0,0,None,5.76,0.5123,Normal Operation
EQEV-00007579,2025-01-19,EQP-00313,Excavator,6.47,1.9,0.6414,0,1,Moderate,52.7,0.5555,Failure
EQEV-00007580,2025-01-20,EQP-00313,Excavator,6.48,1.49,0.6929,1,0,None,15.28,0.571,Maintenance
EQEV-00007581,2025-01-21,EQP-00313,Excavator,6.67,3.97,0.6864,0,0,None,3.61,0.569,Normal Operation
EQEV-00007582,2025-01-22,EQP-00313,Excavator,5.79,0.96,0.6021,0,0,None,4.38,0.5437,Normal Operation
EQEV-00007583,2025-01-23,EQP-00313,Excavator,6.84,2.63,0.7225,0,0,None,6.74,0.5798,Normal Operation
EQEV-00007584,2025-01-24,EQP-00313,Excavator,6.66,7.07,0.6922,0,1,Minor,35.47,0.5708,Failure
EQEV-00007585,2025-01-25,EQP-00313,Excavator,7.71,1.53,0.7118,0,0,None,7.19,0.5766,Normal Operation
EQEV-00007586,2025-01-26,EQP-00313,Excavator,5.28,0.69,0.5615,0,0,None,4.25,0.5316,Normal Operation
EQEV-00007587,2025-01-27,EQP-00313,Excavator,6.75,1.51,0.616,0,0,None,3.18,0.5479,Normal Operation
EQEV-00007588,2025-01-28,EQP-00313,Excavator,5.96,1.09,0.6331,0,1,Minor,44.38,0.553,Failure
EQEV-00007589,2025-01-29,EQP-00313,Excavator,5.2,1.82,0.5545,0,1,Minor,30.12,0.5294,Failure
EQEV-00007590,2025-01-30,EQP-00313,Excavator,6.94,2.71,0.7176,0,0,None,8.1,0.5784,Normal Operation
EQEV-00007591,2025-01-31,EQP-00313,Excavator,5.3,0.8,0.5303,0,0,None,4.41,0.5222,Normal Operation
EQEV-00007592,2025-02-01,EQP-00313,Excavator,5.95,0.15,0.5506,0,0,None,5.5,0.5283,Normal Operation
EQEV-00007593,2025-02-02,EQP-00313,Excavator,4.74,0.19,0.4633,0,0,None,6.04,0.5021,Normal Operation
EQEV-00007594,2025-02-03,EQP-00313,Excavator,8.07,5.23,0.7554,0,0,None,8.24,0.5897,Downtime
EQEV-00007595,2025-02-04,EQP-00313,Excavator,5.05,2.33,0.5266,0,0,None,6.16,0.5211,Normal Operation
EQEV-00007596,2025-02-05,EQP-00313,Excavator,5.33,3.91,0.5712,0,0,None,5.52,0.5345,Normal Operation
EQEV-00007597,2025-02-06,EQP-00313,Excavator,6.57,2.88,0.6373,0,0,None,4.16,0.5543,Normal Operation
EQEV-00007598,2025-02-07,EQP-00313,Excavator,8.98,0.57,0.8623,0,0,None,4.85,0.6218,Normal Operation
EQEV-00007599,2025-02-08,EQP-00313,Excavator,6.48,2.79,0.6004,0,0,None,8.73,0.5432,Normal Operation
EQEV-00007600,2025-02-09,EQP-00313,Excavator,5.14,1.03,0.4924,0,0,None,5.18,0.5108,Normal Operation
EQEV-00007601,2025-02-10,EQP-00313,Excavator,6.76,12.47,0.6791,0,0,None,6.89,0.5668,Downtime
EQEV-00007602,2025-02-11,EQP-00313,Excavator,7.32,5.11,0.803,0,0,None,7.66,0.604,Downtime
EQEV-00007603,2025-02-12,EQP-00313,Excavator,6.58,4.39,0.69,0,0,None,7.29,0.5701,Downtime
EQEV-00007604,2025-02-13,EQP-00313,Excavator,6.77,1.28,0.6976,0,1,Minor,39.45,0.5724,Failure
EQEV-00007605,2025-02-14,EQP-00313,Excavator,7.14,0.29,0.7365,0,0,None,8.63,0.584,Normal Operation
EQEV-00007606,2025-02-15,EQP-00313,Excavator,4.87,1.13,0.4988,0,0,None,6.76,0.5127,Normal Operation
EQEV-00007607,2025-02-16,EQP-00313,Excavator,4.84,1.09,0.5378,0,0,None,6.77,0.5244,Normal Operation
EQEV-00007608,2025-02-17,EQP-00313,Excavator,5.64,4.26,0.6219,0,0,None,3.85,0.5497,Downtime
EQEV-00007609,2025-02-18,EQP-00313,Excavator,7.98,3.56,0.7331,0,0,None,6.98,0.583,Normal Operation
EQEV-00007610,2025-02-19,EQP-00313,Excavator,6.61,2.98,0.6478,0,0,None,3.44,0.5574,Normal Operation
EQEV-00007611,2025-02-20,EQP-00313,Excavator,6.66,1.24,0.6473,0,0,None,8.01,0.5573,Normal Operation
EQEV-00007612,2025-02-21,EQP-00313,Excavator,5.25,1.02,0.5131,0,0,None,5.49,0.517,Normal Operation
EQEV-00007613,2025-02-22,EQP-00313,Excavator,4.52,3.77,0.4953,0,0,None,8.09,0.5117,Normal Operation
EQEV-00007614,2025-02-23,EQP-00313,Excavator,5.31,6.31,0.578,0,0,None,3.43,0.5365,Downtime
EQEV-00007615,2025-02-24,EQP-00313,Excavator,7.51,2.1,0.7254,0,0,None,3.77,0.5807,Normal Operation
EQEV-00007616,2025-02-25,EQP-00313,Excavator,5.48,0.56,0.5712,0,0,None,6.99,0.5345,Normal Operation
EQEV-00007617,2025-02-26,EQP-00313,Excavator,7.58,0.7,0.6942,0,0,None,4.68,0.5714,Normal Operation
EQEV-00007618,2025-02-27,EQP-00313,Excavator,8.6,1.23,0.8491,0,0,None,5.92,0.6178,Normal Operation
EQEV-00007619,2025-02-28,EQP-00313,Excavator,8.01,0.06,0.7946,0,0,None,8.75,0.6015,Normal Operation
EQEV-00007620,2025-03-01,EQP-00313,Excavator,5.08,0.59,0.5593,0,0,None,4.38,0.5309,Normal Operation
EQEV-00007621,2025-03-02,EQP-00313,Excavator,5.26,0.69,0.5034,0,0,None,3.11,0.5141,Normal Operation
EQEV-00007622,2025-03-03,EQP-00313,Excavator,9.32,2.63,0.861,0,0,None,4.78,0.6214,Normal Operation
EQEV-00007623,2025-03-04,EQP-00313,Excavator,5.51,0.68,0.5605,0,0,None,4.74,0.5312,Normal Operation
EQEV-00007624,2025-03-05,EQP-00313,Excavator,6.02,0.72,0.6485,0,1,Major,81.62,0.5576,Failure
EQEV-00007625,2025-03-06,EQP-00313,Excavator,7.37,1.18,0.722,0,0,None,7.29,0.5797,Normal Operation
EQEV-00007626,2025-03-07,EQP-00313,Excavator,5.34,6.28,0.5785,0,0,None,5.26,0.5366,Downtime
EQEV-00007627,2025-03-08,EQP-00313,Excavator,7.42,0.09,0.696,0,0,None,5.28,0.5719,Normal Operation
EQEV-00007628,2025-03-09,EQP-00313,Excavator,4.69,0.96,0.4801,0,0,None,6.94,0.5071,Normal Operation
EQEV-00007629,2025-03-10,EQP-00313,Excavator,7.68,0.31,0.7614,0,0,None,8.22,0.5915,Normal Operation
EQEV-00007630,2025-03-11,EQP-00313,Excavator,6.48,1.98,0.6694,0,0,None,7.48,0.5639,Normal Operation
EQEV-00007631,2025-03-12,EQP-00313,Excavator,5.92,0.2,0.6259,0,0,None,7.25,0.5509,Normal Operation
EQEV-00007632,2025-03-13,EQP-00313,Excavator,6.22,0.93,0.6673,0,1,Major,70.34,0.5633,Failure
EQEV-00007633,2025-03-14,EQP-00313,Excavator,7.14,0.92,0.7264,0,0,None,5.14,0.581,Normal Operation
EQEV-00007634,2025-03-15,EQP-00313,Excavator,5.42,0.09,0.528,0,0,None,6.54,0.5215,Normal Operation
EQEV-00007635,2025-03-16,EQP-00313,Excavator,5.28,2.79,0.4989,0,0,None,4.58,0.5128,Normal Operation
EQEV-00007636,2025-03-17,EQP-00313,Excavator,7.18,6.11,0.683,0,0,None,5.97,0.568,Downtime
EQEV-00007637,2025-03-18,EQP-00313,Excavator,6.15,2.19,0.629,0,0,None,3.96,0.5518,Normal Operation
EQEV-00007638,2025-03-19,EQP-00313,Excavator,7.5,5.5,0.794,0,0,None,6.63,0.6013,Downtime
EQEV-00007639,2025-03-20,EQP-00313,Excavator,6.44,3.53,0.6671,0,0,None,7.0,0.5632,Normal Operation
EQEV-00007640,2025-03-21,EQP-00313,Excavator,7.06,4.38,0.6817,0,0,None,6.47,0.5676,Downtime
EQEV-00007641,2025-03-22,EQP-00313,Excavator,5.68,11.37,0.6283,0,0,None,4.94,0.5516,Downtime
EQEV-00007642,2025-03-23,EQP-00313,Excavator,6.35,2.21,0.6261,0,0,None,7.02,0.5509,Normal Operation
EQEV-00007643,2025-03-24,EQP-00313,Excavator,6.81,1.77,0.7482,0,0,None,3.85,0.5876,Normal Operation
EQEV-00007644,2025-03-25,EQP-00313,Excavator,6.42,2.85,0.6839,0,0,None,4.27,0.5683,Normal Operation
EQEV-00007645,2025-03-26,EQP-00313,Excavator,7.26,4.4,0.6956,0,0,None,5.77,0.5718,Downtime
EQEV-00007646,2025-03-27,EQP-00313,Excavator,6.37,0.71,0.5885,0,0,None,5.09,0.5396,Normal Operation
EQEV-00007647,2025-03-28,EQP-00313,Excavator,6.38,4.02,0.602,0,0,None,5.63,0.5437,Downtime
EQEV-00007648,2025-03-29,EQP-00313,Excavator,7.2,2.24,0.7002,0,1,Minor,21.73,0.5732,Failure
EQEV-00007649,2025-03-30,EQP-00313,Excavator,4.87,0.62,0.5106,0,0,None,6.31,0.5163,Normal Operation
EQEV-00007650,2025-03-31,EQP-00313,Excavator,6.69,0.63,0.6909,0,0,None,5.06,0.5704,Normal Operation
EQEV-00007651,2025-04-01,EQP-00313,Excavator,7.42,2.72,0.6909,0,0,None,3.35,0.5704,Normal Operation
EQEV-00007652,2025-04-02,EQP-00313,Excavator,6.06,2.03,0.6501,0,0,None,8.32,0.5581,Normal Operation
EQEV-00007653,2025-04-03,EQP-00313,Excavator,6.3,3.71,0.6039,0,0,None,3.64,0.5443,Normal Operation
EQEV-00007654,2025-04-04,EQP-00313,Excavator,6.22,3.38,0.6129,0,0,None,5.85,0.547,Normal Operation
EQEV-00007655,2025-04-05,EQP-00313,Excavator,6.44,3.73,0.6603,0,0,None,6.2,0.5612,Normal Operation
EQEV-00007656,2025-04-06,EQP-00313,Excavator,5.63,6.86,0.5799,0,0,None,8.17,0.5371,Downtime
EQEV-00007657,2025-04-07,EQP-00313,Excavator,6.15,3.13,0.671,0,0,None,4.17,0.5644,Normal Operation
EQEV-00007658,2025-04-08,EQP-00313,Excavator,6.2,1.92,0.6518,0,0,None,8.37,0.5586,Normal Operation
EQEV-00007659,2025-04-09,EQP-00313,Excavator,5.88,1.34,0.6066,0,1,Minor,36.3,0.5451,Failure
EQEV-00007660,2025-04-10,EQP-00313,Excavator,6.28,1.65,0.5784,0,0,None,8.2,0.5366,Normal Operation
EQEV-00007661,2025-04-11,EQP-00313,Excavator,7.98,2.78,0.7615,0,0,None,7.89,0.5916,Normal Operation
EQEV-00007662,2025-04-12,EQP-00313,Excavator,5.29,0.77,0.54,0,0,None,3.17,0.5251,Normal Operation
EQEV-00007663,2025-04-13,EQP-00313,Excavator,6.53,9.11,0.6859,0,0,None,6.67,0.5689,Downtime
EQEV-00007664,2025-04-14,EQP-00313,Excavator,7.03,4.0,0.6588,1,0,None,40.34,0.5607,Maintenance
EQEV-00007665,2025-04-15,EQP-00313,Excavator,7.42,2.13,0.6864,0,0,None,7.08,0.569,Normal Operation
EQEV-00007666,2025-04-16,EQP-00313,Excavator,7.82,0.88,0.715,1,1,Minor,32.92,0.5776,Failure
EQEV-00007667,2025-04-17,EQP-00313,Excavator,5.9,0.34,0.6491,0,0,None,4.07,0.5578,Normal Operation
EQEV-00007668,2025-04-18,EQP-00313,Excavator,7.09,3.04,0.7637,0,0,None,8.02,0.5922,Normal Operation
EQEV-00007669,2025-04-19,EQP-00313,Excavator,6.21,3.58,0.5915,0,0,None,6.69,0.5406,Normal Operation
EQEV-00007670,2025-04-20,EQP-00313,Excavator,6.18,1.31,0.6151,0,0,None,3.26,0.5476,Normal Operation
EQEV-00007671,2025-04-21,EQP-00313,Excavator,6.34,2.63,0.6818,0,0,None,3.21,0.5676,Normal Operation
EQEV-00007672,2025-04-22,EQP-00313,Excavator,7.18,3.71,0.658,0,1,Major,50.98,0.5605,Failure
EQEV-00007673,2025-04-23,EQP-00313,Excavator,6.59,1.06,0.6005,1,0,None,31.58,0.5432,Maintenance
EQEV-00007674,2025-04-24,EQP-00313,Excavator,7.3,11.51,0.7239,0,0,None,3.69,0.5803,Downtime
EQEV-00007675,2025-04-25,EQP-00313,Excavator,6.85,0.51,0.6464,0,0,None,6.23,0.557,Normal Operation
EQEV-00007676,2025-04-26,EQP-00313,Excavator,5.58,2.83,0.5192,0,0,None,7.42,0.5189,Normal Operation
EQEV-00007677,2025-04-27,EQP-00313,Excavator,6.49,7.76,0.6677,0,0,None,6.39,0.5634,Downtime
EQEV-00007678,2025-04-28,EQP-00313,Excavator,6.72,3.76,0.6991,0,0,None,4.41,0.5728,Normal Operation
EQEV-00007679,2025-04-29,EQP-00313,Excavator,5.35,1.2,0.5589,0,0,None,8.76,0.5308,Normal Operation
EQEV-00007680,2025-04-30,EQP-00313,Excavator,8.16,3.33,0.7981,1,0,None,24.0,0.6025,Maintenance
EQEV-00007681,2025-05-01,EQP-00313,Excavator,6.22,0.18,0.631,0,0,None,6.97,0.5524,Normal Operation
EQEV-00007682,2025-05-02,EQP-00313,Excavator,6.61,0.85,0.6774,0,0,None,4.95,0.5663,Normal Operation
EQEV-00007683,2025-05-03,EQP-00313,Excavator,4.91,1.29,0.4638,1,0,None,19.85,0.5022,Maintenance
EQEV-00007684,2025-05-04,EQP-00313,Excavator,4.9,1.48,0.5415,0,0,None,4.19,0.5256,Normal Operation
EQEV-00007685,2025-05-05,EQP-00313,Excavator,5.66,2.41,0.5337,0,0,None,8.05,0.5232,Normal Operation
EQEV-00007686,2025-05-06,EQP-00313,Excavator,6.32,0.24,0.6769,0,0,None,7.39,0.5662,Normal Operation
EQEV-00007687,2025-05-07,EQP-00313,Excavator,5.1,0.36,0.5487,0,0,None,8.2,0.5277,Normal Operation
EQEV-00007688,2025-05-08,EQP-00313,Excavator,6.56,2.32,0.604,0,0,None,3.26,0.5443,Normal Operation
EQEV-00007689,2025-05-09,EQP-00313,Excavator,7.47,3.31,0.7141,0,0,None,4.58,0.5773,Normal Operation
EQEV-00007690,2025-05-10,EQP-00313,Excavator,4.78,2.02,0.5152,0,0,None,6.9,0.5177,Normal Operation
EQEV-00007691,2025-05-11,EQP-00313,Excavator,6.99,6.52,0.6428,0,0,None,7.1,0.5559,Downtime
EQEV-00007692,2025-05-12,EQP-00313,Excavator,6.16,1.23,0.5786,0,0,None,8.81,0.5367,Normal Operation
EQEV-00007693,2025-05-13,EQP-00313,Excavator,6.36,1.38,0.6515,0,0,None,6.83,0.5586,Normal Operation
EQEV-00007694,2025-05-14,EQP-00313,Excavator,7.63,1.38,0.7128,0,0,None,5.0,0.5769,Normal Operation
EQEV-00007695,2025-05-15,EQP-00313,Excavator,6.39,2.34,0.6329,0,0,None,7.41,0.553,Normal Operation
EQEV-00007696,2025-05-16,EQP-00313,Excavator,6.4,3.43,0.6294,0,1,Major,18.95,0.5519,Failure
EQEV-00007697,2025-05-17,EQP-00313,Excavator,5.63,1.37,0.5704,0,0,None,4.55,0.5342,Normal Operation
EQEV-00007698,2025-05-18,EQP-00313,Excavator,6.77,0.4,0.659,0,0,None,3.95,0.5608,Normal Operation
EQEV-00007699,2025-05-19,EQP-00313,Excavator,6.99,0.52,0.775,0,0,None,4.44,0.5956,Normal Operation
EQEV-00007700,2025-05-20,EQP-00313,Excavator,6.4,0.44,0.6506,0,0,None,7.22,0.5583,Normal Operation
EQEV-00007701,2025-05-21,EQP-00313,Excavator,7.1,7.94,0.7462,0,0,None,8.7,0.587,Downtime
EQEV-00007702,2025-05-22,EQP-00313,Excavator,5.43,1.84,0.5761,0,0,None,3.49,0.5359,Normal Operation
EQEV-00007703,2025-05-23,EQP-00313,Excavator,7.28,0.98,0.7352,0,0,None,8.2,0.5837,Normal Operation
EQEV-00007704,2025-05-24,EQP-00313,Excavator,4.99,0.07,0.5495,0,1,Moderate,50.63,0.5279,Failure
EQEV-00007705,2025-05-25,EQP-00313,Excavator,5.48,1.87,0.5588,0,0,None,5.78,0.5307,Normal Operation
EQEV-00007706,2025-05-26,EQP-00313,Excavator,6.0,1.4,0.6624,0,0,None,8.64,0.5618,Normal Operation
EQEV-00007707,2025-05-27,EQP-00313,Excavator,4.77,2.42,0.4751,0,0,None,7.8,0.5056,Normal Operation
EQEV-00007708,2025-05-28,EQP-00313,Excavator,8.76,0.82,0.8196,0,0,None,3.18,0.609,Normal Operation
EQEV-00007709,2025-05-29,EQP-00313,Excavator,6.53,4.08,0.6294,0,0,None,5.16,0.5519,Downtime
EQEV-00007710,2025-05-30,EQP-00313,Excavator,7.62,5.6,0.6973,0,0,None,5.88,0.5723,Downtime
EQEV-00007711,2025-05-31,EQP-00313,Excavator,6.51,7.0,0.6001,0,0,None,6.27,0.5431,Downtime
EQEV-00007712,2025-06-01,EQP-00313,Excavator,4.94,2.34,0.535,0,0,None,6.41,0.5236,Normal Operation
EQEV-00007713,2025-06-02,EQP-00313,Excavator,7.08,2.91,0.7237,0,0,None,3.46,0.5802,Normal Operation
EQEV-00007714,2025-06-03,EQP-00313,Excavator,7.42,0.5,0.6837,1,0,None,16.37,0.5682,Maintenance
EQEV-00007715,2025-06-04,EQP-00313,Excavator,6.82,1.59,0.7073,0,0,None,6.52,0.5753,Normal Operation
EQEV-00007716,2025-06-05,EQP-00313,Excavator,6.27,3.93,0.6563,1,0,None,38.97,0.56,Maintenance
EQEV-00007717,2025-06-06,EQP-00313,Excavator,5.69,0.23,0.6293,0,0,None,7.12,0.5519,Normal Operation
EQEV-00007718,2025-06-07,EQP-00313,Excavator,4.67,4.33,0.4528,0,0,None,3.82,0.4989,Downtime
EQEV-00007719,2025-06-08,EQP-00313,Excavator,6.05,2.77,0.6007,0,0,None,3.29,0.5433,Normal Operation
EQEV-00007720,2025-06-09,EQP-00313,Excavator,6.28,3.22,0.6177,0,0,None,6.1,0.5484,Normal Operation
EQEV-00007721,2025-06-10,EQP-00313,Excavator,7.14,0.92,0.7469,1,0,None,34.13,0.5872,Maintenance
EQEV-00007722,2025-06-11,EQP-00313,Excavator,7.14,1.71,0.7042,0,0,None,3.48,0.5744,Normal Operation
EQEV-00007723,2025-06-12,EQP-00313,Excavator,6.64,1.22,0.6085,0,0,None,5.64,0.5456,Normal Operation
EQEV-00007724,2025-06-13,EQP-00313,Excavator,7.84,1.68,0.7262,0,0,None,7.69,0.581,Normal Operation
EQEV-00007725,2025-06-14,EQP-00313,Excavator,5.95,2.27,0.586,0,0,None,8.4,0.5389,Normal Operation
EQEV-00007726,2025-06-15,EQP-00313,Excavator,6.81,0.84,0.6279,0,0,None,8.35,0.5515,Normal Operation
EQEV-00007727,2025-06-16,EQP-00313,Excavator,7.31,2.3,0.7372,0,0,None,4.73,0.5843,Normal Operation
EQEV-00007728,2025-06-17,EQP-00313,Excavator,6.09,1.84,0.6407,1,0,None,19.16,0.5553,Maintenance
EQEV-00007729,2025-06-18,EQP-00313,Excavator,6.89,7.48,0.7085,0,0,None,7.46,0.5756,Downtime
EQEV-00007730,2025-06-19,EQP-00313,Excavator,6.06,1.77,0.6331,0,0,None,6.09,0.553,Normal Operation
EQEV-00007731,2025-06-20,EQP-00313,Excavator,6.64,4.16,0.6546,0,0,None,5.0,0.5595,Downtime
EQEV-00007732,2025-06-21,EQP-00313,Excavator,4.97,13.64,0.4882,0,0,None,5.02,0.5096,Downtime
EQEV-00007733,2025-06-22,EQP-00313,Excavator,5.82,0.27,0.5364,0,0,None,4.58,0.524,Normal Operation
EQEV-00007734,2025-06-23,EQP-00313,Excavator,6.67,1.0,0.6169,0,0,None,7.34,0.5482,Normal Operation
EQEV-00007735,2025-06-24,EQP-00313,Excavator,6.75,0.53,0.7436,0,0,None,3.61,0.5862,Normal Operation
EQEV-00007736,2025-06-25,EQP-00313,Excavator,7.84,2.95,0.8458,0,0,None,6.41,0.6168,Normal Operation
EQEV-00007737,2025-06-26,EQP-00313,Excavator,7.5,2.81,0.6835,0,1,Major,12.41,0.5681,Failure
EQEV-00007738,2025-06-27,EQP-00313,Excavator,5.59,1.15,0.5313,0,0,None,3.25,0.5225,Normal Operation
EQEV-00007739,2025-06-28,EQP-00313,Excavator,5.35,1.29,0.5411,0,0,None,5.9,0.5254,Normal Operation
