delivery_id,po_id,project_id,supplier_id,material_id,planned_delivery_date,expected_delivery_date,actual_delivery_date,ordered_quantity,delivered_quantity,accepted_quantity,rejected_quantity,delay_days,late_delivery_flag,quality_issue_flag,delivery_status
DEL-0004149,PO-0004149,PRJ-0027,SUP-0315,MAT-0030,2024-10-04,2024-09-22,2024-09-22,826.0,862.03,862.03,0.0,0,0,0,On Time
DEL-0004150,PO-0004150,PRJ-0027,SUP-0193,MAT-0034,2024-12-22,2024-12-15,2024-12-15,154.0,147.89,130.28,17.61,0,0,1,On Time - Quality Issue
DEL-0004151,PO-0004151,PRJ-0027,SUP-0086,MAT-0173,2025-01-14,2025-01-30,2025-01-30,576.0,543.73,543.73,0.0,0,0,0,On Time
DEL-0004152,PO-0004152,PRJ-0027,SUP-0318,MAT-0130,2024-05-23,2024-05-09,2024-05-10,238.0,235.0,235.0,0.0,1,0,0,On Time
DEL-0004153,PO-0004153,PRJ-0027,SUP-0234,MAT-0046,2025-01-14,2025-02-13,2025-02-15,39.0,37.16,37.16,0.0,2,0,0,On Time
DEL-0004154,PO-0004154,PRJ-0027,SUP-0115,MAT-0145,2025-01-06,2024-12-31,2025-01-23,208.0,213.6,213.6,0.0,23,1,0,Late
DEL-0004155,PO-0004155,PRJ-0027,SUP-0113,MAT-0052,2024-11-21,2024-11-07,2024-11-09,80.0,82.3,82.3,0.0,2,0,0,On Time
DEL-0004156,PO-0004156,PRJ-0027,SUP-0014,MAT-0067,2024-08-10,2024-07-22,2024-07-23,1344.0,1283.96,1283.96,0.0,1,0,0,On Time
DEL-0004157,PO-0004157,PRJ-0027,SUP-0030,MAT-0055,2024-07-07,2024-06-24,2024-06-25,96.0,102.78,102.78,0.0,1,0,0,On Time
DEL-0004158,PO-0004158,PRJ-0027,SUP-0184,MAT-0018,2024-10-02,2024-09-17,2024-09-17,924.0,909.08,909.08,0.0,0,0,0,On Time
DEL-0004159,PO-0004159,PRJ-0027,SUP-0181,MAT-0078,2024-12-05,2024-11-15,2024-11-17,741.0,785.92,598.11,187.81,2,0,1,On Time - Quality Issue
DEL-0004160,PO-0004160,PRJ-0027,SUP-0234,MAT-0248,2024-10-11,2024-09-22,2024-10-25,216.0,222.63,222.63,0.0,33,1,0,Late
DEL-0004161,PO-0004161,PRJ-0027,SUP-0253,MAT-0009,2024-10-10,2024-09-24,2024-09-24,564.0,553.11,553.11,0.0,0,0,0,On Time
DEL-0004162,PO-0004162,PRJ-0027,SUP-0253,MAT-0107,2024-08-01,2024-07-14,2024-07-15,184.0,181.87,181.87,0.0,1,0,0,On Time
DEL-0004163,PO-0004163,PRJ-0027,SUP-0271,MAT-0175,2024-05-20,2024-05-06,2024-05-06,693.0,671.2,671.2,0.0,0,0,0,On Time
DEL-0004164,PO-0004164,PRJ-0027,SUP-0006,MAT-0227,2024-09-02,2024-08-27,2024-08-27,360.0,359.9,359.9,0.0,0,0,0,On Time
DEL-0004165,PO-0004165,PRJ-0027,SUP-0253,MAT-0155,2024-07-19,2024-06-29,2024-06-29,144.0,135.04,135.04,0.0,0,0,0,On Time
DEL-0004166,PO-0004166,PRJ-0027,SUP-0038,MAT-0193,2024-12-18,2024-12-10,2024-12-12,196.0,186.59,186.59,0.0,2,0,0,On Time
DEL-0004167,PO-0004167,PRJ-0027,SUP-0048,MAT-0061,2024-09-28,2024-09-18,2024-09-18,882.0,885.71,885.71,0.0,0,0,0,On Time
DEL-0004168,PO-0004168,PRJ-0027,SUP-0257,MAT-0178,2025-01-14,2025-03-08,2025-03-08,30.0,29.76,29.76,0.0,0,0,0,On Time
DEL-0004169,PO-0004169,PRJ-0027,SUP-0098,MAT-0071,2024-11-04,2024-11-02,2024-11-20,308.0,319.38,319.38,0.0,18,1,0,Late
DEL-0004170,PO-0004170,PRJ-0027,SUP-0192,MAT-0198,2024-07-18,2024-06-27,2024-06-29,440.0,440.42,440.42,0.0,2,0,0,On Time
DEL-0004171,PO-0004171,PRJ-0027,SUP-0166,MAT-0173,2024-11-05,2024-10-16,2024-10-16,288.0,286.55,286.55,0.0,0,0,0,On Time
DEL-0004172,PO-0004172,PRJ-0027,SUP-0205,MAT-0006,2024-10-13,2024-10-01,2024-10-03,658.0,683.95,683.95,0.0,2,0,0,On Time
DEL-0004173,PO-0004173,PRJ-0027,SUP-0278,MAT-0226,2024-08-10,2024-08-02,2024-08-03,924.0,942.92,942.92,0.0,1,0,0,On Time
DEL-0004174,PO-0004174,PRJ-0027,SUP-0060,MAT-0066,2024-09-01,2024-08-25,2024-09-04,768.0,724.85,724.85,0.0,10,1,0,Late
DEL-0004175,PO-0004175,PRJ-0027,SUP-0062,MAT-0116,2025-01-14,2024-12-28,2024-12-30,120.0,119.99,119.99,0.0,2,0,0,On Time
DEL-0004176,PO-0004176,PRJ-0027,SUP-0305,MAT-0161,2024-07-06,2024-06-16,2024-07-26,351.0,358.51,358.51,0.0,40,1,0,Late
DEL-0004177,PO-0004177,PRJ-0027,SUP-0183,MAT-0177,2024-10-14,2024-10-04,2024-10-04,656.0,637.66,637.66,0.0,0,0,0,On Time
DEL-0004178,PO-0004178,PRJ-0027,SUP-0188,MAT-0233,2024-08-09,2024-07-20,2024-07-21,455.0,461.79,461.79,0.0,1,0,0,On Time
DEL-0004179,PO-0004179,PRJ-0027,SUP-0255,MAT-0010,2024-11-08,2024-10-28,2024-10-28,664.0,680.27,680.27,0.0,0,0,0,On Time
DEL-0004180,PO-0004180,PRJ-0027,SUP-0340,MAT-0247,2024-08-08,2024-07-19,2024-07-19,672.0,687.38,687.38,0.0,0,0,0,On Time
DEL-0004181,PO-0004181,PRJ-0027,SUP-0042,MAT-0127,2024-06-09,2024-05-31,2024-06-17,483.0,480.17,480.17,0.0,17,1,0,Late
DEL-0004182,PO-0004182,PRJ-0027,SUP-0167,MAT-0130,2024-08-19,2024-08-05,2024-08-05,102.0,103.41,103.41,0.0,0,0,0,On Time
DEL-0004183,PO-0004183,PRJ-0027,SUP-0259,MAT-0030,2025-01-11,2024-12-31,2024-12-31,590.0,605.59,605.59,0.0,0,0,0,On Time
DEL-0004184,PO-0004184,PRJ-0027,SUP-0022,MAT-0214,2024-06-25,2024-06-20,2024-06-22,220.0,211.05,211.05,0.0,2,0,0,On Time
DEL-0004185,PO-0004185,PRJ-0027,SUP-0271,MAT-0166,2024-11-13,2024-11-04,2024-11-07,320.0,312.26,312.26,0.0,3,1,0,Late
DEL-0004186,PO-0004186,PRJ-0027,SUP-0298,MAT-0044,2024-11-10,2024-10-24,2024-11-26,217.0,221.88,221.88,0.0,33,1,0,Late
DEL-0004187,PO-0004187,PRJ-0027,SUP-0234,MAT-0230,2024-10-08,2024-09-19,2024-09-19,520.0,517.69,517.69,0.0,0,0,0,On Time
DEL-0004188,PO-0004188,PRJ-0027,SUP-0101,MAT-0126,2024-09-14,2024-08-24,2024-08-25,108.0,103.99,103.99,0.0,1,1,0,Late
DEL-0004189,PO-0004189,PRJ-0027,SUP-0069,MAT-0196,2024-08-15,2024-07-27,2024-07-27,80.0,77.47,77.47,0.0,0,0,0,On Time
DEL-0004190,PO-0004190,PRJ-0027,SUP-0196,MAT-0202,2024-07-26,2024-07-19,2024-08-23,686.0,653.3,653.3,0.0,35,1,0,Late
DEL-0004191,PO-0004191,PRJ-0027,SUP-0043,MAT-0236,2024-11-12,2024-11-02,2024-12-15,440.0,441.06,335.78,105.28,43,1,1,Late - Quality Issue
DEL-0004192,PO-0004192,PRJ-0027,SUP-0188,MAT-0203,2024-07-15,2024-07-12,2024-07-12,470.0,477.24,477.24,0.0,0,0,0,On Time
DEL-0004193,PO-0004193,PRJ-0027,SUP-0135,MAT-0123,2024-12-20,2024-12-16,2024-12-16,200.0,197.45,197.45,0.0,0,0,0,On Time
DEL-0004194,PO-0004194,PRJ-0027,SUP-0100,MAT-0171,2024-11-07,2024-10-26,2024-10-27,343.0,352.17,352.17,0.0,1,0,0,On Time
DEL-0004195,PO-0004195,PRJ-0027,SUP-0076,MAT-0173,2025-01-14,2025-01-02,2025-01-02,96.0,97.02,97.02,0.0,0,0,0,On Time
DEL-0004196,PO-0004196,PRJ-0027,SUP-0226,MAT-0138,2024-07-27,2024-07-12,2024-07-13,376.0,369.05,369.05,0.0,1,0,0,On Time
DEL-0004197,PO-0004197,PRJ-0027,SUP-0305,MAT-0177,2024-08-14,2024-08-04,2024-08-04,246.0,243.97,243.97,0.0,0,0,0,On Time
DEL-0004198,PO-0004198,PRJ-0027,SUP-0070,MAT-0044,2024-10-21,2024-10-08,2024-11-07,279.0,276.06,276.06,0.0,30,1,0,Late
DEL-0004199,PO-0004199,PRJ-0027,SUP-0195,MAT-0018,2025-01-14,2025-03-13,2025-03-13,858.0,840.84,840.84,0.0,0,0,0,On Time
DEL-0004200,PO-0004200,PRJ-0027,SUP-0142,MAT-0012,2024-07-23,2024-07-05,2024-07-06,924.0,909.42,909.42,0.0,1,0,0,On Time
DEL-0004201,PO-0004201,PRJ-0027,SUP-0053,MAT-0200,2024-08-15,2024-07-24,2024-07-25,1140.0,1061.33,1061.33,0.0,1,0,0,On Time
DEL-0004202,PO-0004202,PRJ-0027,SUP-0283,MAT-0150,2024-08-21,2024-08-06,2024-08-06,481.0,498.58,498.58,0.0,0,0,0,On Time
DEL-0004203,PO-0004203,PRJ-0027,SUP-0043,MAT-0173,2025-01-14,2024-12-31,2025-01-17,960.0,960.1,960.1,0.0,17,1,0,Late
DEL-0004204,PO-0004204,PRJ-0027,SUP-0314,MAT-0044,2024-07-11,2024-06-26,2024-06-28,341.0,336.46,247.69,88.77,2,0,1,On Time - Quality Issue
DEL-0004205,PO-0004205,PRJ-0027,SUP-0257,MAT-0027,2024-09-26,2024-09-10,2024-09-10,120.0,125.67,125.67,0.0,0,0,0,On Time
DEL-0004206,PO-0004206,PRJ-0027,SUP-0200,MAT-0110,2025-01-14,2025-02-25,2025-02-25,62.0,64.45,64.45,0.0,0,0,0,On Time
DEL-0004207,PO-0004207,PRJ-0027,SUP-0271,MAT-0122,2024-10-03,2024-09-19,2024-09-19,60.0,59.18,59.18,0.0,0,0,0,On Time
DEL-0004208,PO-0004208,PRJ-0027,SUP-0299,MAT-0064,2024-07-09,2024-06-25,2024-06-26,332.0,326.63,326.63,0.0,1,0,0,On Time
DEL-0004209,PO-0004209,PRJ-0027,SUP-0278,MAT-0152,2025-01-14,2025-01-26,2025-03-10,900.0,881.36,881.36,0.0,43,1,0,Late
DEL-0004210,PO-0004210,PRJ-0027,SUP-0253,MAT-0202,2025-01-14,2025-01-11,2025-01-24,686.0,680.3,680.3,0.0,13,1,0,Late
DEL-0004211,PO-0004211,PRJ-0027,SUP-0118,MAT-0218,2025-01-14,2025-01-29,2025-01-29,340.0,350.99,350.99,0.0,0,0,0,On Time
DEL-0004212,PO-0004212,PRJ-0027,SUP-0062,MAT-0106,2025-01-14,2025-01-06,2025-02-03,492.0,475.6,475.6,0.0,28,1,0,Late
DEL-0004213,PO-0004213,PRJ-0027,SUP-0350,MAT-0208,2024-11-30,2024-11-20,2024-11-20,270.0,267.16,267.16,0.0,0,0,0,On Time
DEL-0004214,PO-0004214,PRJ-0027,SUP-0086,MAT-0064,2024-07-28,2024-07-11,2024-07-13,996.0,1063.83,1063.83,0.0,2,0,0,On Time
DEL-0004215,PO-0004215,PRJ-0027,SUP-0206,MAT-0030,2024-10-17,2024-10-01,2024-10-01,413.0,415.73,415.73,0.0,0,0,0,On Time
DEL-0004216,PO-0004216,PRJ-0027,SUP-0259,MAT-0098,2024-11-23,2024-11-02,2024-11-04,40.0,39.71,39.71,0.0,2,0,0,On Time
DEL-0004217,PO-0004217,PRJ-0027,SUP-0296,MAT-0159,2024-12-06,2024-11-19,2024-12-04,546.0,532.92,532.92,0.0,15,1,0,Late
DEL-0004218,PO-0004218,PRJ-0027,SUP-0125,MAT-0143,2024-10-25,2024-10-06,2024-10-21,220.0,227.9,227.9,0.0,15,1,0,Late
DEL-0004219,PO-0004219,PRJ-0027,SUP-0039,MAT-0041,2024-07-26,2024-07-11,2024-07-11,272.0,288.47,288.47,0.0,0,0,0,On Time
DEL-0004220,PO-0004220,PRJ-0027,SUP-0175,MAT-0227,2024-11-08,2024-11-03,2024-11-03,360.0,371.03,371.03,0.0,0,0,0,On Time
DEL-0004221,PO-0004221,PRJ-0027,SUP-0132,MAT-0071,2024-10-13,2024-10-07,2024-10-09,308.0,304.56,304.56,0.0,2,0,0,On Time
DEL-0004222,PO-0004222,PRJ-0027,SUP-0283,MAT-0240,2024-07-17,2024-07-07,2024-07-07,76.0,75.95,75.95,0.0,0,0,0,On Time
DEL-0004223,PO-0004223,PRJ-0027,SUP-0182,MAT-0103,2024-08-17,2024-08-07,2024-08-09,104.0,99.46,99.46,0.0,2,0,0,On Time
DEL-0004224,PO-0004224,PRJ-0027,SUP-0292,MAT-0166,2024-09-06,2024-08-27,2024-08-29,64.0,65.65,65.65,0.0,2,0,0,On Time
DEL-0004225,PO-0004225,PRJ-0027,SUP-0271,MAT-0039,2024-11-10,2024-11-08,2024-11-09,360.0,348.77,348.77,0.0,1,0,0,On Time
DEL-0004226,PO-0004226,PRJ-0027,SUP-0045,MAT-0022,2025-01-14,2025-01-17,2025-01-18,60.0,59.14,59.14,0.0,1,0,0,On Time
DEL-0004227,PO-0004227,PRJ-0027,SUP-0076,MAT-0074,2024-09-08,2024-08-29,2024-08-29,610.0,601.17,601.17,0.0,0,0,0,On Time
DEL-0004228,PO-0004228,PRJ-0027,SUP-0251,MAT-0202,2024-05-10,2024-05-03,2024-05-03,882.0,881.01,881.01,0.0,0,0,0,On Time
DEL-0004229,PO-0004229,PRJ-0027,SUP-0250,MAT-0108,2025-01-05,2024-12-22,2025-01-03,627.0,618.98,618.98,0.0,12,1,0,Late
DEL-0004230,PO-0004230,PRJ-0027,SUP-0051,MAT-0142,2024-06-20,2024-06-13,2024-06-15,480.0,485.9,485.9,0.0,2,0,0,On Time
DEL-0004231,PO-0004231,PRJ-0027,SUP-0094,MAT-0245,2024-10-30,2024-10-15,2024-10-17,1034.0,1001.38,1001.38,0.0,2,0,0,On Time
DEL-0004232,PO-0004232,PRJ-0027,SUP-0313,MAT-0093,2024-10-13,2024-09-24,2024-10-13,637.0,633.39,633.39,0.0,19,1,0,Late
DEL-0004233,PO-0004233,PRJ-0027,SUP-0062,MAT-0208,2024-11-17,2024-11-10,2024-12-28,54.0,54.18,54.18,0.0,48,1,0,Late
DEL-0004234,PO-0004234,PRJ-0027,SUP-0156,MAT-0152,2024-10-15,2024-09-30,2024-09-30,975.0,962.91,962.91,0.0,0,0,0,On Time
DEL-0004235,PO-0004235,PRJ-0027,SUP-0045,MAT-0125,2024-07-03,2024-06-24,2024-07-13,41.0,43.02,43.02,0.0,19,1,0,Late
DEL-0004236,PO-0004236,PRJ-0027,SUP-0027,MAT-0076,2024-12-04,2024-11-24,2024-11-24,312.0,313.94,313.94,0.0,0,0,0,On Time
DEL-0004237,PO-0004237,PRJ-0027,SUP-0242,MAT-0077,2024-12-31,2024-12-26,2024-12-26,50.0,52.33,52.33,0.0,0,0,0,On Time
DEL-0004238,PO-0004238,PRJ-0027,SUP-0349,MAT-0118,2024-07-14,2024-07-06,2024-07-07,64.0,63.48,63.48,0.0,1,0,0,On Time
DEL-0004239,PO-0004239,PRJ-0027,SUP-0341,MAT-0213,2024-08-18,2024-08-04,2024-08-05,76.0,74.37,74.37,0.0,1,0,0,On Time
DEL-0004240,PO-0004240,PRJ-0027,SUP-0130,MAT-0221,2025-01-14,2025-03-08,2025-03-26,1044.0,1022.31,1022.31,0.0,18,1,0,Late
DEL-0004241,PO-0004241,PRJ-0027,SUP-0279,MAT-0036,2025-01-14,2025-01-04,2025-01-04,23.0,22.42,22.42,0.0,0,0,0,On Time
DEL-0004242,PO-0004242,PRJ-0027,SUP-0032,MAT-0088,2024-12-29,2024-12-19,2024-12-19,414.0,414.54,414.54,0.0,0,0,0,On Time
DEL-0004243,PO-0004243,PRJ-0027,SUP-0172,MAT-0244,2024-09-08,2024-08-30,2024-09-01,385.0,387.52,387.52,0.0,2,0,0,On Time
DEL-0004244,PO-0004244,PRJ-0027,SUP-0108,MAT-0218,2024-12-21,2024-12-01,2025-01-04,272.0,290.78,290.78,0.0,34,1,0,Late
DEL-0004245,PO-0004245,PRJ-0027,SUP-0066,MAT-0206,2024-09-04,2024-08-28,2024-08-30,370.0,376.12,376.12,0.0,2,0,0,On Time
DEL-0004246,PO-0004246,PRJ-0027,SUP-0129,MAT-0060,2024-12-13,2024-11-24,2024-11-24,78.0,79.83,79.83,0.0,0,0,0,On Time
DEL-0004247,PO-0004247,PRJ-0027,SUP-0073,MAT-0005,2025-01-14,2025-03-20,2025-03-22,98.0,97.37,97.37,0.0,2,0,0,On Time
DEL-0004248,PO-0004248,PRJ-0027,SUP-0098,MAT-0023,2024-11-03,2024-10-30,2024-10-31,532.0,518.91,518.91,0.0,1,0,0,On Time
DEL-0004249,PO-0004249,PRJ-0027,SUP-0060,MAT-0226,2024-12-05,2024-11-25,2024-11-25,132.0,131.71,131.71,0.0,0,0,0,On Time
DEL-0004250,PO-0004250,PRJ-0027,SUP-0328,MAT-0071,2025-01-14,2025-04-06,2025-04-06,77.0,73.32,56.02,17.3,0,0,1,On Time - Quality Issue
DEL-0004251,PO-0004251,PRJ-0027,SUP-0031,MAT-0065,2024-08-14,2024-08-07,2024-08-23,960.0,976.73,976.73,0.0,16,1,0,Late
DEL-0004252,PO-0004252,PRJ-0027,SUP-0294,MAT-0152,2024-11-06,2024-10-20,2024-10-20,1050.0,1017.24,1017.24,0.0,0,0,0,On Time
DEL-0004253,PO-0004253,PRJ-0028,SUP-0140,MAT-0237,2020-03-02,2020-02-16,2020-02-16,1092.0,1130.28,1130.28,0.0,0,0,0,On Time
DEL-0004254,PO-0004254,PRJ-0028,SUP-0286,MAT-0039,2021-03-04,2021-02-27,2021-02-27,120.0,114.59,114.59,0.0,0,0,0,On Time
DEL-0004255,PO-0004255,PRJ-0028,SUP-0008,MAT-0036,2020-06-06,2020-05-17,2020-06-10,161.0,163.89,163.89,0.0,24,1,0,Late
DEL-0004256,PO-0004256,PRJ-0028,SUP-0239,MAT-0115,2020-07-01,2020-06-24,2020-07-03,420.0,447.98,447.98,0.0,9,1,0,Late
DEL-0004257,PO-0004257,PRJ-0028,SUP-0271,MAT-0205,2021-01-27,2021-01-09,2021-01-10,88.0,88.0,88.0,0.0,1,0,0,On Time
DEL-0004258,PO-0004258,PRJ-0028,SUP-0284,MAT-0190,2020-01-28,2020-01-20,2020-01-21,260.0,257.73,257.73,0.0,1,0,0,On Time
DEL-0004259,PO-0004259,PRJ-0028,SUP-0136,MAT-0070,2021-10-25,2021-10-12,2021-10-14,544.0,536.7,435.75,100.95,2,0,1,On Time - Quality Issue
DEL-0004260,PO-0004260,PRJ-0028,SUP-0327,MAT-0203,2020-04-05,2020-03-30,2020-03-31,470.0,474.01,474.01,0.0,1,0,0,On Time
DEL-0004261,PO-0004261,PRJ-0028,SUP-0164,MAT-0133,2020-09-16,2020-09-11,2020-09-11,882.0,868.64,868.64,0.0,0,0,0,On Time
DEL-0004262,PO-0004262,PRJ-0028,SUP-0030,MAT-0024,2021-06-29,2021-06-21,2021-06-21,324.0,311.82,311.82,0.0,0,0,0,On Time
DEL-0004263,PO-0004263,PRJ-0028,SUP-0260,MAT-0245,2021-09-06,2021-08-24,2021-08-24,188.0,183.75,183.75,0.0,0,0,0,On Time
DEL-0004264,PO-0004264,PRJ-0028,SUP-0182,MAT-0073,2020-07-01,2020-06-16,2020-06-16,28.0,27.67,27.67,0.0,0,0,0,On Time
DEL-0004265,PO-0004265,PRJ-0028,SUP-0278,MAT-0097,2020-12-19,2020-11-30,2020-12-02,550.0,552.85,552.85,0.0,2,0,0,On Time
DEL-0004266,PO-0004266,PRJ-0028,SUP-0073,MAT-0167,2021-11-09,2021-10-25,2021-11-02,814.0,825.24,825.24,0.0,8,1,0,Late
DEL-0004267,PO-0004267,PRJ-0028,SUP-0090,MAT-0215,2020-07-02,2020-06-12,2020-06-27,128.0,127.35,127.35,0.0,15,1,0,Late
DEL-0004268,PO-0004268,PRJ-0028,SUP-0175,MAT-0078,2020-09-30,2020-09-13,2020-09-15,228.0,225.43,225.43,0.0,2,0,0,On Time
DEL-0004269,PO-0004269,PRJ-0028,SUP-0091,MAT-0225,2021-04-23,2021-04-03,2021-04-04,638.0,616.31,616.31,0.0,1,0,0,On Time
DEL-0004270,PO-0004270,PRJ-0028,SUP-0308,MAT-0070,2020-09-12,2020-08-29,2020-08-31,68.0,64.73,64.73,0.0,2,0,0,On Time
DEL-0004271,PO-0004271,PRJ-0028,SUP-0284,MAT-0230,2020-08-27,2020-08-08,2020-08-08,195.0,193.84,193.84,0.0,0,0,0,On Time
DEL-0004272,PO-0004272,PRJ-0028,SUP-0111,MAT-0226,2020-11-12,2020-11-02,2020-11-02,726.0,755.43,755.43,0.0,0,0,0,On Time
DEL-0004273,PO-0004273,PRJ-0028,SUP-0108,MAT-0179,2021-01-25,2021-01-09,2021-01-09,324.0,321.64,280.85,40.79,0,0,1,On Time - Quality Issue
DEL-0004274,PO-0004274,PRJ-0028,SUP-0140,MAT-0020,2021-05-19,2021-05-04,2021-05-04,600.0,619.24,492.61,126.63,0,0,1,On Time - Quality Issue
DEL-0004275,PO-0004275,PRJ-0028,SUP-0326,MAT-0082,2021-11-07,2021-10-30,2021-10-30,351.0,352.87,352.87,0.0,0,0,0,On Time
DEL-0004276,PO-0004276,PRJ-0028,SUP-0026,MAT-0209,2020-01-25,2020-01-06,2020-01-06,228.0,216.19,216.19,0.0,0,0,0,On Time
DEL-0004277,PO-0004277,PRJ-0028,SUP-0288,MAT-0012,2021-11-15,2021-10-26,2021-10-28,396.0,409.2,409.2,0.0,2,0,0,On Time
DEL-0004278,PO-0004278,PRJ-0028,SUP-0250,MAT-0108,2020-07-22,2020-07-06,2020-07-23,114.0,108.47,108.47,0.0,17,1,0,Late
DEL-0004279,PO-0004279,PRJ-0028,SUP-0008,MAT-0013,2020-07-21,2020-07-13,2020-07-13,44.0,44.22,36.13,8.09,0,0,1,On Time - Quality Issue
DEL-0004280,PO-0004280,PRJ-0028,SUP-0292,MAT-0230,2020-08-10,2020-07-24,2020-07-26,650.0,677.46,677.46,0.0,2,0,0,On Time
DEL-0004281,PO-0004281,PRJ-0028,SUP-0161,MAT-0061,2021-07-13,2021-07-03,2021-07-03,490.0,512.99,512.99,0.0,0,0,0,On Time
DEL-0004282,PO-0004282,PRJ-0028,SUP-0056,MAT-0203,2020-02-02,2020-01-28,2020-01-28,1034.0,1051.93,1051.93,0.0,0,0,0,On Time
DEL-0004283,PO-0004283,PRJ-0028,SUP-0182,MAT-0176,2021-11-10,2021-10-24,2021-10-24,2.0,1.95,1.95,0.0,0,0,0,On Time
DEL-0004284,PO-0004284,PRJ-0028,SUP-0069,MAT-0117,2021-04-18,2021-04-13,2021-05-01,43.0,43.34,43.34,0.0,18,1,0,Late
DEL-0004285,PO-0004285,PRJ-0028,SUP-0206,MAT-0176,2021-11-14,2021-10-25,2021-10-25,10.0,10.65,10.65,0.0,0,0,0,On Time
DEL-0004286,PO-0004286,PRJ-0028,SUP-0227,MAT-0128,2021-09-19,2021-09-14,2021-09-15,510.0,505.94,505.94,0.0,1,0,0,On Time
DEL-0004287,PO-0004287,PRJ-0028,SUP-0061,MAT-0059,2021-02-20,2021-02-03,2021-02-15,184.0,172.76,172.76,0.0,12,1,0,Late
DEL-0004288,PO-0004288,PRJ-0028,SUP-0209,MAT-0234,2021-11-21,2021-11-09,2021-11-09,1140.0,1131.79,1131.79,0.0,0,0,0,On Time
DEL-0004289,PO-0004289,PRJ-0028,SUP-0322,MAT-0016,2021-10-01,2021-09-16,2021-09-16,123.0,118.23,118.23,0.0,0,0,0,On Time
DEL-0004290,PO-0004290,PRJ-0028,SUP-0290,MAT-0186,2020-04-25,2020-04-10,2020-04-10,869.0,830.77,830.77,0.0,0,0,0,On Time
DEL-0004291,PO-0004291,PRJ-0028,SUP-0111,MAT-0077,2020-02-04,2020-02-01,2020-02-01,45.0,44.58,44.58,0.0,0,0,0,On Time
DEL-0004292,PO-0004292,PRJ-0028,SUP-0253,MAT-0106,2020-11-09,2020-10-28,2020-10-28,205.0,216.54,216.54,0.0,0,0,0,On Time
DEL-0004293,PO-0004293,PRJ-0028,SUP-0275,MAT-0021,2021-12-30,2022-01-18,2022-01-18,120.0,121.31,121.31,0.0,0,0,0,On Time
DEL-0004294,PO-0004294,PRJ-0028,SUP-0282,MAT-0017,2020-01-14,2019-12-25,2019-12-25,273.0,288.21,288.21,0.0,0,0,0,On Time
DEL-0004295,PO-0004295,PRJ-0028,SUP-0088,MAT-0185,2020-04-11,2020-03-31,2020-04-10,1008.0,979.06,979.06,0.0,10,1,0,Late
DEL-0004296,PO-0004296,PRJ-0028,SUP-0015,MAT-0029,2020-10-01,2020-09-11,2020-09-11,553.0,511.46,511.46,0.0,0,0,0,On Time
DEL-0004297,PO-0004297,PRJ-0028,SUP-0206,MAT-0195,2020-07-18,2020-07-04,2020-07-04,812.0,807.02,807.02,0.0,0,0,0,On Time
DEL-0004298,PO-0004298,PRJ-0028,SUP-0187,MAT-0131,2020-08-08,2020-07-19,2020-07-19,588.0,591.92,591.92,0.0,0,0,0,On Time
DEL-0004299,PO-0004299,PRJ-0028,SUP-0075,MAT-0174,2021-05-17,2021-04-30,2021-05-01,192.0,195.28,195.28,0.0,1,0,0,On Time
DEL-0004300,PO-0004300,PRJ-0028,SUP-0011,MAT-0121,2021-03-22,2021-03-04,2021-03-04,33.0,32.34,32.34,0.0,0,0,0,On Time
DEL-0004301,PO-0004301,PRJ-0028,SUP-0171,MAT-0133,2021-07-27,2021-07-22,2021-08-11,490.0,478.94,478.94,0.0,20,1,0,Late
DEL-0004302,PO-0004302,PRJ-0028,SUP-0014,MAT-0186,2021-07-21,2021-07-08,2021-07-30,1106.0,1139.46,1139.46,0.0,22,1,0,Late
DEL-0004303,PO-0004303,PRJ-0028,SUP-0344,MAT-0247,2020-02-17,2020-01-27,2020-01-28,144.0,141.61,141.61,0.0,1,0,0,On Time
DEL-0004304,PO-0004304,PRJ-0028,SUP-0045,MAT-0002,2020-12-15,2020-12-07,2020-12-13,104.0,100.43,100.43,0.0,6,1,0,Late
DEL-0004305,PO-0004305,PRJ-0028,SUP-0305,MAT-0073,2021-07-17,2021-07-04,2021-07-05,40.0,39.97,39.97,0.0,1,0,0,On Time
DEL-0004306,PO-0004306,PRJ-0028,SUP-0253,MAT-0207,2020-08-08,2020-07-30,2020-08-01,60.0,58.3,58.3,0.0,2,0,0,On Time
DEL-0004307,PO-0004307,PRJ-0028,SUP-0246,MAT-0178,2021-03-28,2021-03-11,2021-03-11,75.0,74.53,74.53,0.0,0,0,0,On Time
DEL-0004308,PO-0004308,PRJ-0028,SUP-0089,MAT-0237,2021-04-13,2021-03-30,2021-04-12,840.0,867.86,867.86,0.0,13,1,0,Late
DEL-0004309,PO-0004309,PRJ-0028,SUP-0061,MAT-0069,2021-06-16,2021-06-03,2021-06-17,306.0,309.38,309.38,0.0,14,1,0,Late
DEL-0004310,PO-0004310,PRJ-0028,SUP-0188,MAT-0222,2021-10-05,2021-09-15,2021-09-16,189.0,190.5,190.5,0.0,1,0,0,On Time
DEL-0004311,PO-0004311,PRJ-0028,SUP-0188,MAT-0231,2021-04-27,2021-04-07,2021-04-20,34.0,33.75,33.75,0.0,13,1,0,Late
DEL-0004312,PO-0004312,PRJ-0028,SUP-0341,MAT-0209,2021-07-13,2021-06-23,2021-06-23,19.0,19.29,19.29,0.0,0,0,0,On Time
